id,course_id,code,description,bloom_level
co-01566,subj-0302,22CE6106.CO4,Implement professional elective - ii concepts and techniques,Apply
co-01567,subj-0302,22CE6106.CO5,Use professional elective - ii concepts and techniques,Apply
co-01568,subj-0303,22CE6107.CO1,Implement open elective - i concepts and techniques,Apply
co-01569,subj-0303,22CE6107.CO2,Analyze open elective - i concepts and techniques,Analyze
co-01570,subj-0303,22CE6107.CO3,Critique open elective - i concepts and techniques,Evaluate
co-01571,subj-0303,22CE6107.CO4,Critique open elective - i concepts and techniques,Evaluate
co-01572,subj-0303,22CE6107.CO5,Analyze open elective - i concepts and techniques,Analyze
co-01573,subj-0304,22CE7101.CO1,Construct construction planning & management concepts and techniques,Create
co-01574,subj-0304,22CE7101.CO2,Propose construction planning & management concepts and techniques,Create
co-01575,subj-0304,22CE7101.CO3,List construction planning & management concepts and techniques,Remember
co-01576,subj-0304,22CE7101.CO4,Design construction planning & management concepts and techniques,Create
co-01577,subj-0304,22CE7101.CO5,Justify construction planning & management concepts and techniques,Evaluate
co-01578,subj-0304,22CE7101.CO6,Compare construction planning & management concepts and techniques,Analyze
co-01579,subj-0305,22CE7102.CO1,Justify remote sensing & gis concepts and techniques,Evaluate
co-01580,subj-0305,22CE7102.CO2,Distinguish remote sensing & gis concepts and techniques,Analyze
co-01581,subj-0305,22CE7102.CO3,Propose remote sensing & gis concepts and techniques,Create
co-01582,subj-0305,22CE7102.CO4,Implement remote sensing & gis concepts and techniques,Apply
co-01583,subj-0305,22CE7102.CO5,Compare remote sensing & gis concepts and techniques,Analyze
co-01584,subj-0306,22CE7103.CO1,Demonstrate professional elective - iii concepts and techniques,Apply
co-01585,subj-0306,22CE7103.CO2,Distinguish professional elective - iii concepts and techniques,Analyze
co-01586,subj-0306,22CE7103.CO3,Compare professional elective - iii concepts and techniques,Analyze
co-01587,subj-0306,22CE7103.CO4,Explain professional elective - iii concepts and techniques,Understand
co-01588,subj-0306,22CE7103.CO5,Distinguish professional elective - iii concepts and techniques,Analyze
co-01589,subj-0306,22CE7103.CO6,Formulate professional elective - iii concepts and techniques,Create
co-01590,subj-0307,22CE7104.CO1,Develop open elective - ii concepts and techniques,Create
co-01591,subj-0307,22CE7104.CO2,Propose open elective - ii concepts and techniques,Create
co-01592,subj-0307,22CE7104.CO3,Justify open elective - ii concepts and techniques,Evaluate
co-01593,subj-0307,22CE7104.CO4,Justify open elective - ii concepts and techniques,Evaluate
co-01594,subj-0307,22CE7104.CO5,Judge open elective - ii concepts and techniques,Evaluate
co-01595,subj-0307,22CE7104.CO6,Propose open elective - ii concepts and techniques,Create
co-01596,subj-0308,22CE7105.CO1,Assess project - i concepts and techniques,Evaluate
co-01597,subj-0308,22CE7105.CO2,Justify project - i concepts and techniques,Evaluate
co-01598,subj-0308,22CE7105.CO3,Design project - i concepts and techniques,Create
co-01599,subj-0308,22CE7105.CO4,Describe project - i concepts and techniques,Understand
co-01600,subj-0309,22CE7106.CO1,Analyze seminar concepts and techniques,Analyze
co-01601,subj-0309,22CE7106.CO2,Critique seminar concepts and techniques,Evaluate
co-01602,subj-0309,22CE7106.CO3,Propose seminar concepts and techniques,Create
co-01603,subj-0309,22CE7106.CO4,Demonstrate seminar concepts and techniques,Apply
co-01604,subj-0310,22CE8101.CO1,Formulate professional elective - iv concepts and techniques,Create
co-01605,subj-0310,22CE8101.CO2,Implement professional elective - iv concepts and techniques,Apply
co-01606,subj-0310,22CE8101.CO3,Examine professional elective - iv concepts and techniques,Analyze
co-01607,subj-0310,22CE8101.CO4,Examine professional elective - iv concepts and techniques,Analyze
co-01608,subj-0310,22CE8101.CO5,Critique professional elective - iv concepts and techniques,Evaluate
co-01609,subj-0310,22CE8101.CO6,Design professional elective - iv concepts and techniques,Create
co-01610,subj-0311,22CE8102.CO1,Analyze project - ii concepts and techniques,Analyze
co-01611,subj-0311,22CE8102.CO2,Examine project - ii concepts and techniques,Analyze
co-01612,subj-0311,22CE8102.CO3,Identify project - ii concepts and techniques,Remember
co-01613,subj-0311,22CE8102.CO4,Construct project - ii concepts and techniques,Create
co-01614,subj-0312,22CE8103.CO1,Critique comprehensive viva concepts and techniques,Evaluate
co-01615,subj-0312,22CE8103.CO2,Examine comprehensive viva concepts and techniques,Analyze
co-01616,subj-0312,22CE8103.CO3,Assess comprehensive viva concepts and techniques,Evaluate
co-01617,subj-0312,22CE8103.CO4,Demonstrate comprehensive viva concepts and techniques,Apply
co-01618,subj-0313,22MA1101.CO1,Apply linear algebra & calculus concepts and techniques,Apply
co-01619,subj-0313,22MA1101.CO2,Interpret linear algebra & calculus concepts and techniques,Understand
co-01620,subj-0313,22MA1101.CO3,Demonstrate linear algebra & calculus concepts and techniques,Apply
co-01621,subj-0313,22MA1101.CO4,Identify linear algebra & calculus concepts and techniques,Remember
co-01622,subj-0313,22MA1101.CO5,Define linear algebra & calculus concepts and techniques,Remember
co-01623,subj-0313,22MA1101.CO6,Demonstrate linear algebra & calculus concepts and techniques,Apply
co-01624,subj-0314,22PH1101.CO1,Apply applied physics concepts and techniques,Apply
co-01625,subj-0314,22PH1101.CO2,Classify applied physics concepts and techniques,Understand
co-01626,subj-0314,22PH1101.CO3,Identify applied physics concepts and techniques,Remember
co-01627,subj-0314,22PH1101.CO4,Explain applied physics concepts and techniques,Understand
co-01628,subj-0314,22PH1101.CO5,Interpret applied physics concepts and techniques,Understand
co-01629,subj-0315,22CS1101.CO1,Interpret programming for problem solving (c) concepts and techniques,Understand
co-01630,subj-0315,22CS1101.CO2,Evaluate programming for problem solving (c) concepts and techniques,Evaluate
co-01631,subj-0315,22CS1101.CO3,Demonstrate programming for problem solving (c) concepts and techniques,Apply
co-01632,subj-0315,22CS1101.CO4,Compare programming for problem solving (c) concepts and techniques,Analyze
co-01633,subj-0315,22CS1101.CO5,Demonstrate programming for problem solving (c) concepts and techniques,Apply
co-01634,subj-0315,22CS1101.CO6,Explain programming for problem solving (c) concepts and techniques,Understand
co-01635,subj-0316,22CS1102.CO1,Differentiate programming for problem solving lab concepts and techniques,Analyze
co-01636,subj-0316,22CS1102.CO2,Distinguish programming for problem solving lab concepts and techniques,Analyze
co-01637,subj-0316,22CS1102.CO3,Explain programming for problem solving lab concepts and techniques,Understand
co-01638,subj-0316,22CS1102.CO4,Classify programming for problem solving lab concepts and techniques,Understand
co-01639,subj-0317,22EN1101.CO1,Solve english - i concepts and techniques,Apply
co-01640,subj-0317,22EN1101.CO2,Critique english - i concepts and techniques,Evaluate
co-01641,subj-0317,22EN1101.CO3,Define english - i concepts and techniques,Remember
co-01642,subj-0317,22EN1101.CO4,State english - i concepts and techniques,Remember
co-01643,subj-0317,22EN1101.CO5,State english - i concepts and techniques,Remember
co-01644,subj-0317,22EN1101.CO6,Justify english - i concepts and techniques,Evaluate
co-01645,subj-0318,22ME1101.CO1,Use engineering drawing concepts and techniques,Apply
co-01646,subj-0318,22ME1101.CO2,Classify engineering drawing concepts and techniques,Understand
co-01647,subj-0318,22ME1101.CO3,Judge engineering drawing concepts and techniques,Evaluate
co-01648,subj-0318,22ME1101.CO4,Evaluate engineering drawing concepts and techniques,Evaluate
co-01649,subj-0318,22ME1101.CO5,Solve engineering drawing concepts and techniques,Apply
co-01650,subj-0319,22PH1102.CO1,Differentiate applied physics lab concepts and techniques,Analyze
co-01651,subj-0319,22PH1102.CO2,Explain applied physics lab concepts and techniques,Understand
co-01652,subj-0319,22PH1102.CO3,Demonstrate applied physics lab concepts and techniques,Apply
co-01653,subj-0319,22PH1102.CO4,Interpret applied physics lab concepts and techniques,Understand
co-01654,subj-0319,22PH1102.CO5,Use applied physics lab concepts and techniques,Apply
co-01655,subj-0320,22MA1201.CO1,"State probability, statistics & numerical methods concepts and techniques",Remember
co-01656,subj-0320,22MA1201.CO2,"List probability, statistics & numerical methods concepts and techniques",Remember
co-01657,subj-0320,22MA1201.CO3,"Demonstrate probability, statistics & numerical methods concepts and techniques",Apply
co-01658,subj-0320,22MA1201.CO4,"Apply probability, statistics & numerical methods concepts and techniques",Apply
co-01659,subj-0320,22MA1201.CO5,"Recall probability, statistics & numerical methods concepts and techniques",Remember
co-01660,subj-0321,22CH1201.CO1,Identify engineering chemistry concepts and techniques,Remember
co-01661,subj-0321,22CH1201.CO2,Identify engineering chemistry concepts and techniques,Remember
co-01662,subj-0321,22CH1201.CO3,Implement engineering chemistry concepts and techniques,Apply
co-01663,subj-0321,22CH1201.CO4,Recall engineering chemistry concepts and techniques,Remember
co-01664,subj-0321,22CH1201.CO5,Identify engineering chemistry concepts and techniques,Remember
co-01665,subj-0322,22EE1201.CO1,State basic electrical engineering concepts and techniques,Remember
co-01666,subj-0322,22EE1201.CO2,Analyze basic electrical engineering concepts and techniques,Analyze
co-01667,subj-0322,22EE1201.CO3,Demonstrate basic electrical engineering concepts and techniques,Apply
co-01668,subj-0322,22EE1201.CO4,Explain basic electrical engineering concepts and techniques,Understand
co-01669,subj-0322,22EE1201.CO5,Use basic electrical engineering concepts and techniques,Apply
co-01670,subj-0323,22EE1202.CO1,Summarize basic electrical engineering lab concepts and techniques,Understand
co-01671,subj-0323,22EE1202.CO2,Summarize basic electrical engineering lab concepts and techniques,Understand
co-01672,subj-0323,22EE1202.CO3,Differentiate basic electrical engineering lab concepts and techniques,Analyze
co-01673,subj-0323,22EE1202.CO4,Demonstrate basic electrical engineering lab concepts and techniques,Apply
co-01674,subj-0323,22EE1202.CO5,Develop basic electrical engineering lab concepts and techniques,Create
co-01675,subj-0324,22EN1201.CO1,State english - ii concepts and techniques,Remember
co-01676,subj-0324,22EN1201.CO2,Interpret english - ii concepts and techniques,Understand
co-01677,subj-0324,22EN1201.CO3,Apply english - ii concepts and techniques,Apply
co-01678,subj-0324,22EN1201.CO4,Solve english - ii concepts and techniques,Apply
co-01679,subj-0324,22EN1201.CO5,Solve english - ii concepts and techniques,Apply
co-01680,subj-0325,22CS1201.CO1,Describe data structures concepts and techniques,Understand
co-01681,subj-0325,22CS1201.CO2,Examine data structures concepts and techniques,Analyze
co-01682,subj-0325,22CS1201.CO3,Classify data structures concepts and techniques,Understand
co-01683,subj-0325,22CS1201.CO4,Solve data structures concepts and techniques,Apply
co-01684,subj-0325,22CS1201.CO5,Identify data structures concepts and techniques,Remember
co-01685,subj-0326,22CS1202.CO1,Demonstrate data structures lab concepts and techniques,Apply
co-01686,subj-0326,22CS1202.CO2,Develop data structures lab concepts and techniques,Create
co-01687,subj-0326,22CS1202.CO3,Critique data structures lab concepts and techniques,Evaluate
co-01688,subj-0326,22CS1202.CO4,Interpret data structures lab concepts and techniques,Understand
co-01689,subj-0327,22CH1202.CO1,Compare engineering chemistry lab concepts and techniques,Analyze
co-01690,subj-0327,22CH1202.CO2,Implement engineering chemistry lab concepts and techniques,Apply
co-01691,subj-0327,22CH1202.CO3,Differentiate engineering chemistry lab concepts and techniques,Analyze
co-01692,subj-0327,22CH1202.CO4,Demonstrate engineering chemistry lab concepts and techniques,Apply
co-01693,subj-0328,22AI3101.CO1,Distinguish discrete mathematics concepts and techniques,Analyze
co-01694,subj-0328,22AI3101.CO2,Develop discrete mathematics concepts and techniques,Create
co-01695,subj-0328,22AI3101.CO3,Explain discrete mathematics concepts and techniques,Understand
co-01696,subj-0328,22AI3101.CO4,Compare discrete mathematics concepts and techniques,Analyze
co-01697,subj-0328,22AI3101.CO5,Examine discrete mathematics concepts and techniques,Analyze
co-01698,subj-0328,22AI3101.CO6,Compare discrete mathematics concepts and techniques,Analyze
co-01699,subj-0329,22AI3102.CO1,Solve object-oriented programming (java) concepts and techniques,Apply
co-01700,subj-0329,22AI3102.CO2,Distinguish object-oriented programming (java) concepts and techniques,Analyze
co-01701,subj-0329,22AI3102.CO3,Solve object-oriented programming (java) concepts and techniques,Apply
co-01702,subj-0329,22AI3102.CO4,Use object-oriented programming (java) concepts and techniques,Apply
co-01703,subj-0329,22AI3102.CO5,Formulate object-oriented programming (java) concepts and techniques,Create
co-01704,subj-0329,22AI3102.CO6,Solve object-oriented programming (java) concepts and techniques,Apply
co-01705,subj-0330,22AI3103.CO1,Propose digital logic design concepts and techniques,Create
co-01706,subj-0330,22AI3103.CO2,Describe digital logic design concepts and techniques,Understand
co-01707,subj-0330,22AI3103.CO3,Use digital logic design concepts and techniques,Apply
co-01708,subj-0330,22AI3103.CO4,Explain digital logic design concepts and techniques,Understand
co-01709,subj-0330,22AI3103.CO5,Explain digital logic design concepts and techniques,Understand
co-01710,subj-0330,22AI3103.CO6,Solve digital logic design concepts and techniques,Apply
co-01711,subj-0331,22AI3104.CO1,Interpret computer organization concepts and techniques,Understand
co-01712,subj-0331,22AI3104.CO2,Justify computer organization concepts and techniques,Evaluate
co-01713,subj-0331,22AI3104.CO3,Develop computer organization concepts and techniques,Create
co-01714,subj-0331,22AI3104.CO4,Identify computer organization concepts and techniques,Remember
co-01715,subj-0331,22AI3104.CO5,Explain computer organization concepts and techniques,Understand
co-01716,subj-0331,22AI3104.CO6,Implement computer organization concepts and techniques,Apply
co-01717,subj-0332,22AI3105.CO1,Apply oop lab concepts and techniques,Apply
co-01718,subj-0332,22AI3105.CO2,Apply oop lab concepts and techniques,Apply
co-01719,subj-0332,22AI3105.CO3,Use oop lab concepts and techniques,Apply
co-01720,subj-0332,22AI3105.CO4,State oop lab concepts and techniques,Remember
co-01721,subj-0333,22AI3106.CO1,Implement digital logic lab concepts and techniques,Apply
co-01722,subj-0333,22AI3106.CO2,Use digital logic lab concepts and techniques,Apply
co-01723,subj-0333,22AI3106.CO3,Assess digital logic lab concepts and techniques,Evaluate
co-01724,subj-0333,22AI3106.CO4,Classify digital logic lab concepts and techniques,Understand
co-01725,subj-0334,22HS3101.CO1,Assess managerial economics & financial analysis concepts and techniques,Evaluate
co-01726,subj-0334,22HS3101.CO2,Demonstrate managerial economics & financial analysis concepts and techniques,Apply
co-01727,subj-0334,22HS3101.CO3,Interpret managerial economics & financial analysis concepts and techniques,Understand
co-01728,subj-0334,22HS3101.CO4,Judge managerial economics & financial analysis concepts and techniques,Evaluate
co-01729,subj-0334,22HS3101.CO5,Analyze managerial economics & financial analysis concepts and techniques,Analyze
co-01730,subj-0334,22HS3101.CO6,Demonstrate managerial economics & financial analysis concepts and techniques,Apply
co-01731,subj-0335,22AI4101.CO1,Apply operating systems concepts and techniques,Apply
co-01732,subj-0335,22AI4101.CO2,Use operating systems concepts and techniques,Apply
co-01733,subj-0335,22AI4101.CO3,Solve operating systems concepts and techniques,Apply
co-01734,subj-0335,22AI4101.CO4,Examine operating systems concepts and techniques,Analyze
co-01735,subj-0335,22AI4101.CO5,Classify operating systems concepts and techniques,Understand
co-01736,subj-0335,22AI4101.CO6,Explain operating systems concepts and techniques,Understand
co-01737,subj-0336,22AI4102.CO1,Differentiate database management systems concepts and techniques,Analyze
co-01738,subj-0336,22AI4102.CO2,Summarize database management systems concepts and techniques,Understand
co-01739,subj-0336,22AI4102.CO3,Interpret database management systems concepts and techniques,Understand
co-01740,subj-0336,22AI4102.CO4,Summarize database management systems concepts and techniques,Understand
co-01741,subj-0336,22AI4102.CO5,List database management systems concepts and techniques,Remember
co-01742,subj-0336,22AI4102.CO6,Summarize database management systems concepts and techniques,Understand
co-01743,subj-0337,22AI4103.CO1,Classify design & analysis of algorithms concepts and techniques,Understand
co-01744,subj-0337,22AI4103.CO2,Use design & analysis of algorithms concepts and techniques,Apply
co-01745,subj-0337,22AI4103.CO3,Solve design & analysis of algorithms concepts and techniques,Apply
co-01746,subj-0337,22AI4103.CO4,Describe design & analysis of algorithms concepts and techniques,Understand
co-01747,subj-0337,22AI4103.CO5,Evaluate design & analysis of algorithms concepts and techniques,Evaluate
co-01748,subj-0338,22AI4104.CO1,Solve software engineering concepts and techniques,Apply
co-01749,subj-0338,22AI4104.CO2,Describe software engineering concepts and techniques,Understand
co-01750,subj-0338,22AI4104.CO3,Define software engineering concepts and techniques,Remember
co-01751,subj-0338,22AI4104.CO4,List software engineering concepts and techniques,Remember
co-01752,subj-0338,22AI4104.CO5,State software engineering concepts and techniques,Remember
co-01753,subj-0339,22AI4105.CO1,Use os & dbms lab concepts and techniques,Apply
co-01754,subj-0339,22AI4105.CO2,Apply os & dbms lab concepts and techniques,Apply
co-01755,subj-0339,22AI4105.CO3,Compare os & dbms lab concepts and techniques,Analyze
co-01756,subj-0339,22AI4105.CO4,Classify os & dbms lab concepts and techniques,Understand
co-01757,subj-0340,22AI4106.CO1,Examine python programming lab concepts and techniques,Analyze
co-01758,subj-0340,22AI4106.CO2,Apply python programming lab concepts and techniques,Apply
co-01759,subj-0340,22AI4106.CO3,Summarize python programming lab concepts and techniques,Understand
co-01760,subj-0340,22AI4106.CO4,Interpret python programming lab concepts and techniques,Understand
co-01761,subj-0341,22HS4101.CO1,Compare environmental science concepts and techniques,Analyze
co-01762,subj-0341,22HS4101.CO2,Interpret environmental science concepts and techniques,Understand
co-01763,subj-0341,22HS4101.CO3,Implement environmental science concepts and techniques,Apply
co-01764,subj-0341,22HS4101.CO4,Distinguish environmental science concepts and techniques,Analyze
co-01765,subj-0341,22HS4101.CO5,Analyze environmental science concepts and techniques,Analyze
co-01766,subj-0341,22HS4101.CO6,Solve environmental science concepts and techniques,Apply
co-01767,subj-0342,22AI5101.CO1,Examine computer networks concepts and techniques,Analyze
co-01768,subj-0342,22AI5101.CO2,Design computer networks concepts and techniques,Create
co-01769,subj-0342,22AI5101.CO3,Distinguish computer networks concepts and techniques,Analyze
co-01770,subj-0342,22AI5101.CO4,Solve computer networks concepts and techniques,Apply
co-01771,subj-0342,22AI5101.CO5,Apply computer networks concepts and techniques,Apply
co-01772,subj-0343,22AI5102.CO1,Evaluate compiler design concepts and techniques,Evaluate
co-01773,subj-0343,22AI5102.CO2,Assess compiler design concepts and techniques,Evaluate
co-01774,subj-0343,22AI5102.CO3,Design compiler design concepts and techniques,Create
co-01775,subj-0343,22AI5102.CO4,Use compiler design concepts and techniques,Apply
co-01776,subj-0343,22AI5102.CO5,Critique compiler design concepts and techniques,Evaluate
co-01777,subj-0344,22AI5103.CO1,Classify formal languages & automata theory concepts and techniques,Understand
co-01778,subj-0344,22AI5103.CO2,Differentiate formal languages & automata theory concepts and techniques,Analyze
co-01779,subj-0344,22AI5103.CO3,Demonstrate formal languages & automata theory concepts and techniques,Apply
co-01780,subj-0344,22AI5103.CO4,Design formal languages & automata theory concepts and techniques,Create
co-01781,subj-0344,22AI5103.CO5,Judge formal languages & automata theory concepts and techniques,Evaluate
co-01782,subj-0345,22AI5104.CO1,Summarize web technologies concepts and techniques,Understand
co-01783,subj-0345,22AI5104.CO2,Differentiate web technologies concepts and techniques,Analyze
co-01784,subj-0345,22AI5104.CO3,Construct web technologies concepts and techniques,Create
co-01785,subj-0345,22AI5104.CO4,Solve web technologies concepts and techniques,Apply
co-01786,subj-0345,22AI5104.CO5,Justify web technologies concepts and techniques,Evaluate
co-01787,subj-0345,22AI5104.CO6,Develop web technologies concepts and techniques,Create
co-01788,subj-0346,22AI5105.CO1,Analyze computer networks lab concepts and techniques,Analyze
co-01789,subj-0346,22AI5105.CO2,Apply computer networks lab concepts and techniques,Apply
co-01790,subj-0346,22AI5105.CO3,Assess computer networks lab concepts and techniques,Evaluate
co-01791,subj-0346,22AI5105.CO4,Apply computer networks lab concepts and techniques,Apply
co-01792,subj-0346,22AI5105.CO5,Justify computer networks lab concepts and techniques,Evaluate
co-01793,subj-0347,22AI5106.CO1,Assess professional elective - i concepts and techniques,Evaluate
co-01794,subj-0347,22AI5106.CO2,Distinguish professional elective - i concepts and techniques,Analyze
co-01795,subj-0347,22AI5106.CO3,Assess professional elective - i concepts and techniques,Evaluate
co-01796,subj-0347,22AI5106.CO4,Classify professional elective - i concepts and techniques,Understand
co-01797,subj-0347,22AI5106.CO5,Critique professional elective - i concepts and techniques,Evaluate
co-01798,subj-0348,22MC5101.CO1,Demonstrate constitution of india concepts and techniques,Apply
co-01799,subj-0348,22MC5101.CO2,Compare constitution of india concepts and techniques,Analyze
co-01800,subj-0348,22MC5101.CO3,Examine constitution of india concepts and techniques,Analyze
co-01801,subj-0348,22MC5101.CO4,Solve constitution of india concepts and techniques,Apply
co-01802,subj-0348,22MC5101.CO5,Examine constitution of india concepts and techniques,Analyze
co-01803,subj-0348,22MC5101.CO6,Develop constitution of india concepts and techniques,Create
co-01804,subj-0349,22AI6101.CO1,Compare artificial intelligence concepts and techniques,Analyze
co-01805,subj-0349,22AI6101.CO2,Define artificial intelligence concepts and techniques,Remember
co-01806,subj-0349,22AI6101.CO3,Distinguish artificial intelligence concepts and techniques,Analyze
co-01807,subj-0349,22AI6101.CO4,Develop artificial intelligence concepts and techniques,Create
co-01808,subj-0349,22AI6101.CO5,Formulate artificial intelligence concepts and techniques,Create
co-01809,subj-0350,22AI6102.CO1,Justify cryptography & network security concepts and techniques,Evaluate
co-01810,subj-0350,22AI6102.CO2,Assess cryptography & network security concepts and techniques,Evaluate
co-01811,subj-0350,22AI6102.CO3,Describe cryptography & network security concepts and techniques,Understand
co-01812,subj-0350,22AI6102.CO4,Interpret cryptography & network security concepts and techniques,Understand
co-01813,subj-0350,22AI6102.CO5,Critique cryptography & network security concepts and techniques,Evaluate
co-01814,subj-0350,22AI6102.CO6,Distinguish cryptography & network security concepts and techniques,Analyze
co-01815,subj-0351,22AI6103.CO1,Summarize machine learning concepts and techniques,Understand
co-01816,subj-0351,22AI6103.CO2,Judge machine learning concepts and techniques,Evaluate
co-01817,subj-0351,22AI6103.CO3,Apply machine learning concepts and techniques,Apply
co-01818,subj-0351,22AI6103.CO4,List machine learning concepts and techniques,Remember
co-01819,subj-0351,22AI6103.CO5,Differentiate machine learning concepts and techniques,Analyze
co-01820,subj-0351,22AI6103.CO6,Assess machine learning concepts and techniques,Evaluate
co-01821,subj-0352,22AI6104.CO1,Distinguish cloud computing concepts and techniques,Analyze
co-01822,subj-0352,22AI6104.CO2,Examine cloud computing concepts and techniques,Analyze
co-01823,subj-0352,22AI6104.CO3,Differentiate cloud computing concepts and techniques,Analyze
co-01824,subj-0352,22AI6104.CO4,Develop cloud computing concepts and techniques,Create
co-01825,subj-0352,22AI6104.CO5,Evaluate cloud computing concepts and techniques,Evaluate
co-01826,subj-0352,22AI6104.CO6,Develop cloud computing concepts and techniques,Create
co-01827,subj-0353,22AI6105.CO1,Apply ai & ml lab concepts and techniques,Apply
co-01828,subj-0353,22AI6105.CO2,Describe ai & ml lab concepts and techniques,Understand
co-01829,subj-0353,22AI6105.CO3,Develop ai & ml lab concepts and techniques,Create
co-01830,subj-0353,22AI6105.CO4,Define ai & ml lab concepts and techniques,Remember
co-01831,subj-0353,22AI6105.CO5,Propose ai & ml lab concepts and techniques,Create
co-01832,subj-0354,22AI6106.CO1,Apply professional elective - ii concepts and techniques,Apply
co-01833,subj-0354,22AI6106.CO2,Explain professional elective - ii concepts and techniques,Understand
co-01834,subj-0354,22AI6106.CO3,Apply professional elective - ii concepts and techniques,Apply
co-01835,subj-0354,22AI6106.CO4,Demonstrate professional elective - ii concepts and techniques,Apply
co-01836,subj-0354,22AI6106.CO5,Formulate professional elective - ii concepts and techniques,Create
co-01837,subj-0355,22AI6107.CO1,Assess open elective - i concepts and techniques,Evaluate
co-01838,subj-0355,22AI6107.CO2,Examine open elective - i concepts and techniques,Analyze
co-01839,subj-0355,22AI6107.CO3,Formulate open elective - i concepts and techniques,Create
co-01840,subj-0355,22AI6107.CO4,Formulate open elective - i concepts and techniques,Create
co-01841,subj-0355,22AI6107.CO5,Propose open elective - i concepts and techniques,Create
co-01842,subj-0356,22AI7101.CO1,Compare big data analytics concepts and techniques,Analyze
co-01843,subj-0356,22AI7101.CO2,State big data analytics concepts and techniques,Remember
co-01844,subj-0356,22AI7101.CO3,Compare big data analytics concepts and techniques,Analyze
co-01845,subj-0356,22AI7101.CO4,Design big data analytics concepts and techniques,Create
co-01846,subj-0356,22AI7101.CO5,Judge big data analytics concepts and techniques,Evaluate
co-01847,subj-0356,22AI7101.CO6,Develop big data analytics concepts and techniques,Create
co-01848,subj-0357,22AI7102.CO1,Propose internet of things concepts and techniques,Create
co-01849,subj-0357,22AI7102.CO2,Summarize internet of things concepts and techniques,Understand
co-01850,subj-0357,22AI7102.CO3,Use internet of things concepts and techniques,Apply
co-01851,subj-0357,22AI7102.CO4,Critique internet of things concepts and techniques,Evaluate
co-01852,subj-0357,22AI7102.CO5,Recall internet of things concepts and techniques,Remember
co-01853,subj-0358,22AI7103.CO1,Design professional elective - iii concepts and techniques,Create
co-01854,subj-0358,22AI7103.CO2,Design professional elective - iii concepts and techniques,Create
co-01855,subj-0358,22AI7103.CO3,Construct professional elective - iii concepts and techniques,Create
co-01856,subj-0358,22AI7103.CO4,Critique professional elective - iii concepts and techniques,Evaluate
co-01857,subj-0358,22AI7103.CO5,Compare professional elective - iii concepts and techniques,Analyze
co-01858,subj-0359,22AI7104.CO1,Propose open elective - ii concepts and techniques,Create
co-01859,subj-0359,22AI7104.CO2,Develop open elective - ii concepts and techniques,Create
co-01860,subj-0359,22AI7104.CO3,Assess open elective - ii concepts and techniques,Evaluate
co-01861,subj-0359,22AI7104.CO4,Differentiate open elective - ii concepts and techniques,Analyze
co-01862,subj-0359,22AI7104.CO5,Classify open elective - ii concepts and techniques,Understand
co-01863,subj-0359,22AI7104.CO6,Propose open elective - ii concepts and techniques,Create
co-01864,subj-0360,22AI7105.CO1,Develop project - i concepts and techniques,Create
co-01865,subj-0360,22AI7105.CO2,Examine project - i concepts and techniques,Analyze
co-01866,subj-0360,22AI7105.CO3,Implement project - i concepts and techniques,Apply
co-01867,subj-0360,22AI7105.CO4,Demonstrate project - i concepts and techniques,Apply
co-01868,subj-0360,22AI7105.CO5,Distinguish project - i concepts and techniques,Analyze
co-01869,subj-0361,22AI7106.CO1,Recall seminar concepts and techniques,Remember
co-01870,subj-0361,22AI7106.CO2,Design seminar concepts and techniques,Create
co-01871,subj-0361,22AI7106.CO3,Assess seminar concepts and techniques,Evaluate
co-01872,subj-0361,22AI7106.CO4,Distinguish seminar concepts and techniques,Analyze
co-01873,subj-0361,22AI7106.CO5,Assess seminar concepts and techniques,Evaluate
co-01874,subj-0362,22AI8101.CO1,Formulate professional elective - iv concepts and techniques,Create
co-01875,subj-0362,22AI8101.CO2,Distinguish professional elective - iv concepts and techniques,Analyze
co-01876,subj-0362,22AI8101.CO3,Examine professional elective - iv concepts and techniques,Analyze
co-01877,subj-0362,22AI8101.CO4,Critique professional elective - iv concepts and techniques,Evaluate
co-01878,subj-0362,22AI8101.CO5,Examine professional elective - iv concepts and techniques,Analyze
co-01879,subj-0363,22AI8102.CO1,Compare project - ii concepts and techniques,Analyze
co-01880,subj-0363,22AI8102.CO2,Evaluate project - ii concepts and techniques,Evaluate
co-01881,subj-0363,22AI8102.CO3,Describe project - ii concepts and techniques,Understand
co-01882,subj-0363,22AI8102.CO4,Distinguish project - ii concepts and techniques,Analyze
co-01883,subj-0363,22AI8102.CO5,Propose project - ii concepts and techniques,Create
co-01884,subj-0364,22AI8103.CO1,Judge comprehensive viva concepts and techniques,Evaluate
co-01885,subj-0364,22AI8103.CO2,List comprehensive viva concepts and techniques,Remember
co-01886,subj-0364,22AI8103.CO3,Compare comprehensive viva concepts and techniques,Analyze
co-01887,subj-0364,22AI8103.CO4,Formulate comprehensive viva concepts and techniques,Create
co-01888,subj-0365,22MA1101.CO1,Recall linear algebra & calculus concepts and techniques,Remember
co-01889,subj-0365,22MA1101.CO2,Describe linear algebra & calculus concepts and techniques,Understand
co-01890,subj-0365,22MA1101.CO3,Differentiate linear algebra & calculus concepts and techniques,Analyze
co-01891,subj-0365,22MA1101.CO4,Differentiate linear algebra & calculus concepts and techniques,Analyze
