id,co_id,po_id,strength,rationale,is_active
copo-007320,co-01622,po-04,3,,True
copo-007321,co-01622,po-06,2,,True
copo-007322,co-01623,po-11,2,,True
copo-007323,co-01623,po-04,3,,True
copo-007324,co-01623,po-06,3,,True
copo-007325,co-01624,po-11,1,,True
copo-007326,co-01624,po-04,3,,True
copo-007327,co-01624,po-02,3,,True
copo-007328,co-01624,po-06,2,,True
copo-007329,co-01624,po-01,3,,True
copo-007330,co-01625,po-11,1,,True
copo-007331,co-01625,po-09,2,,True
copo-007332,co-01625,po-02,3,,True
copo-007333,co-01625,po-06,1,,True
copo-007334,co-01626,po-08,2,,True
copo-007335,co-01626,po-01,3,,True
copo-007336,co-01626,po-10,3,,True
copo-007337,co-01627,po-01,3,,True
copo-007338,co-01627,po-08,3,,True
copo-007339,co-01627,po-12,3,,True
copo-007340,co-01627,po-04,1,,True
copo-007341,co-01627,po-10,3,,True
copo-007342,co-01628,po-08,2,,True
copo-007343,co-01628,po-03,3,,True
copo-007344,co-01628,po-07,2,,True
copo-007345,co-01629,po-09,2,,True
copo-007346,co-01629,po-03,3,,True
copo-007347,co-01629,po-01,1,,True
copo-007348,co-01630,po-01,2,,True
copo-007349,co-01630,po-11,2,,True
copo-007350,co-01630,po-03,2,,True
copo-007351,co-01630,po-07,2,,True
copo-007352,co-01630,po-04,2,,True
copo-007353,co-01630,po-06,3,,True
copo-007354,co-01631,po-11,3,,True
copo-007355,co-01631,po-12,3,,True
copo-007356,co-01631,po-03,1,,True
copo-007357,co-01631,po-05,1,,True
copo-007358,co-01631,po-06,2,,True
copo-007359,co-01631,po-09,1,,True
copo-007360,co-01632,po-11,3,,True
copo-007361,co-01632,po-12,2,,True
copo-007362,co-01632,po-03,2,,True
copo-007363,co-01632,po-05,3,,True
copo-007364,co-01632,po-10,3,,True
copo-007365,co-01633,po-10,2,,True
copo-007366,co-01633,po-02,3,,True
copo-007367,co-01633,po-03,2,,True
copo-007368,co-01634,po-01,3,,True
copo-007369,co-01634,po-03,3,,True
copo-007370,co-01634,po-09,3,,True
copo-007371,co-01634,po-05,3,,True
copo-007372,co-01635,po-08,3,,True
copo-007373,co-01635,po-04,3,,True
copo-007374,co-01635,po-09,2,,True
copo-007375,co-01635,po-06,2,,True
copo-007376,co-01635,po-05,2,,True
copo-007377,co-01635,po-10,2,,True
copo-007378,co-01636,po-01,3,,True
copo-007379,co-01636,po-07,1,,True
copo-007380,co-01636,po-11,2,,True
copo-007381,co-01636,po-08,2,,True
copo-007382,co-01636,po-10,3,,True
copo-007383,co-01636,po-03,2,,True
copo-007384,co-01637,po-11,3,,True
copo-007385,co-01637,po-03,3,,True
copo-007386,co-01637,po-12,3,,True
copo-007387,co-01637,po-01,2,,True
copo-007388,co-01637,po-05,2,,True
copo-007389,co-01637,po-02,3,,True
copo-007390,co-01638,po-01,1,,True
copo-007391,co-01638,po-07,3,,True
copo-007392,co-01638,po-11,3,,True
copo-007393,co-01638,po-10,3,,True
copo-007394,co-01639,po-02,3,,True
copo-007395,co-01639,po-06,2,,True
copo-007396,co-01639,po-04,3,,True
copo-007397,co-01639,po-09,1,,True
copo-007398,co-01640,po-03,1,,True
copo-007399,co-01640,po-07,1,,True
copo-007400,co-01640,po-01,2,,True
copo-007401,co-01640,po-10,2,,True
copo-007402,co-01641,po-11,3,,True
copo-007403,co-01641,po-12,2,,True
copo-007404,co-01641,po-08,3,,True
copo-007405,co-01642,po-05,1,,True
copo-007406,co-01642,po-11,2,,True
copo-007407,co-01642,po-04,3,,True
copo-007408,co-01643,po-04,1,,True
copo-007409,co-01643,po-05,2,,True
copo-007410,co-01643,po-02,3,,True
copo-007411,co-01644,po-06,3,,True
copo-007412,co-01644,po-03,3,,True
copo-007413,co-01644,po-09,3,,True
copo-007414,co-01644,po-08,3,,True
copo-007415,co-01644,po-11,3,,True
copo-007416,co-01644,po-01,2,,True
copo-007417,co-01645,po-09,2,,True
copo-007418,co-01645,po-03,2,,True
copo-007419,co-01645,po-01,3,,True
copo-007420,co-01645,po-02,1,,True
copo-007421,co-01645,po-08,3,,True
copo-007422,co-01645,po-06,3,,True
copo-007423,co-01646,po-07,2,,True
copo-007424,co-01646,po-02,3,,True
copo-007425,co-01646,po-09,3,,True
copo-007426,co-01646,po-12,3,,True
copo-007427,co-01646,po-06,2,,True
copo-007428,co-01646,po-04,1,,True
copo-007429,co-01647,po-04,3,,True
copo-007430,co-01647,po-05,2,,True
copo-007431,co-01647,po-08,2,,True
copo-007432,co-01647,po-11,2,,True
copo-007433,co-01647,po-02,1,,True
copo-007434,co-01648,po-08,3,,True
copo-007435,co-01648,po-11,1,,True
copo-007436,co-01648,po-10,1,,True
copo-007437,co-01648,po-06,1,,True
copo-007438,co-01649,po-08,2,,True
copo-007439,co-01649,po-12,1,,True
copo-007440,co-01649,po-04,2,,True
copo-007441,co-01649,po-03,3,,True
copo-007442,co-01649,po-02,1,,True
copo-007443,co-01649,po-10,3,,True
copo-007444,co-01650,po-03,3,,True
copo-007445,co-01650,po-04,3,,True
copo-007446,co-01650,po-06,2,,True
copo-007447,co-01650,po-02,1,,True
copo-007448,co-01650,po-01,3,,True
copo-007449,co-01650,po-10,1,,True
copo-007450,co-01651,po-11,3,,True
copo-007451,co-01651,po-01,2,,True
copo-007452,co-01651,po-09,3,,True
copo-007453,co-01651,po-06,2,,True
copo-007454,co-01651,po-02,3,,True
copo-007455,co-01651,po-04,3,,True
copo-007456,co-01652,po-02,2,,True
copo-007457,co-01652,po-05,1,,True
copo-007458,co-01652,po-06,3,,True
copo-007459,co-01652,po-07,1,,True
copo-007460,co-01652,po-04,3,,True
copo-007461,co-01653,po-09,3,,True
copo-007462,co-01653,po-01,3,,True
copo-007463,co-01653,po-06,1,,True
copo-007464,co-01653,po-10,2,,True
copo-007465,co-01653,po-02,3,,True
copo-007466,co-01654,po-05,3,,True
copo-007467,co-01654,po-10,3,,True
copo-007468,co-01654,po-07,1,,True
copo-007469,co-01654,po-06,3,,True
copo-007470,co-01654,po-04,1,,True
copo-007471,co-01655,po-11,3,,True
copo-007472,co-01655,po-05,2,,True
copo-007473,co-01655,po-01,2,,True
copo-007474,co-01655,po-08,3,,True
copo-007475,co-01655,po-10,3,,True
copo-007476,co-01655,po-02,2,,True
copo-007477,co-01656,po-07,3,,True
copo-007478,co-01656,po-05,3,,True
copo-007479,co-01656,po-12,2,,True
copo-007480,co-01657,po-12,2,,True
copo-007481,co-01657,po-04,2,,True
copo-007482,co-01657,po-06,1,,True
copo-007483,co-01657,po-07,2,,True
copo-007484,co-01658,po-05,3,,True
copo-007485,co-01658,po-12,3,,True
copo-007486,co-01658,po-01,1,,True
copo-007487,co-01658,po-09,3,,True
copo-007488,co-01658,po-10,3,,True
copo-007489,co-01658,po-07,3,,True
copo-007490,co-01659,po-01,3,,True
copo-007491,co-01659,po-10,3,,True
copo-007492,co-01659,po-03,1,,True
copo-007493,co-01659,po-12,3,,True
copo-007494,co-01659,po-02,3,,True
copo-007495,co-01659,po-05,3,,True
copo-007496,co-01660,po-08,2,,True
copo-007497,co-01660,po-12,3,,True
copo-007498,co-01660,po-05,2,,True
copo-007499,co-01661,po-08,1,,True
copo-007500,co-01661,po-01,3,,True
copo-007501,co-01661,po-09,1,,True
copo-007502,co-01661,po-03,2,,True
copo-007503,co-01661,po-04,3,,True
copo-007504,co-01662,po-10,3,,True
copo-007505,co-01662,po-12,2,,True
copo-007506,co-01662,po-06,3,,True
copo-007507,co-01663,po-07,3,,True
copo-007508,co-01663,po-08,2,,True
copo-007509,co-01663,po-12,2,,True
copo-007510,co-01663,po-10,2,,True
copo-007511,co-01663,po-03,3,,True
copo-007512,co-01664,po-01,3,,True
copo-007513,co-01664,po-06,1,,True
copo-007514,co-01664,po-04,3,,True
copo-007515,co-01664,po-12,3,,True
copo-007516,co-01664,po-03,2,,True
copo-007517,co-01664,po-11,1,,True
copo-007518,co-01665,po-01,1,,True
copo-007519,co-01665,po-04,3,,True
copo-007520,co-01665,po-10,1,,True
copo-007521,co-01666,po-01,2,,True
copo-007522,co-01666,po-04,2,,True
copo-007523,co-01666,po-12,1,,True
copo-007524,co-01666,po-03,3,,True
copo-007525,co-01667,po-06,3,,True
copo-007526,co-01667,po-03,3,,True
copo-007527,co-01667,po-04,3,,True
copo-007528,co-01667,po-08,3,,True
copo-007529,co-01667,po-12,2,,True
copo-007530,co-01668,po-02,1,,True
copo-007531,co-01668,po-10,1,,True
copo-007532,co-01668,po-03,3,,True
copo-007533,co-01668,po-07,3,,True
copo-007534,co-01669,po-01,3,,True
copo-007535,co-01669,po-03,2,,True
copo-007536,co-01669,po-08,2,,True
copo-007537,co-01669,po-06,2,,True
copo-007538,co-01669,po-10,3,,True
copo-007539,co-01669,po-11,3,,True
copo-007540,co-01670,po-10,1,,True
copo-007541,co-01670,po-11,3,,True
copo-007542,co-01670,po-06,3,,True
copo-007543,co-01670,po-03,3,,True
copo-007544,co-01671,po-06,1,,True
copo-007545,co-01671,po-07,2,,True
copo-007546,co-01671,po-11,3,,True
copo-007547,co-01672,po-07,3,,True
copo-007548,co-01672,po-03,3,,True
copo-007549,co-01672,po-05,1,,True
copo-007550,co-01673,po-01,1,,True
copo-007551,co-01673,po-05,2,,True
copo-007552,co-01673,po-08,2,,True
copo-007553,co-01673,po-03,2,,True
copo-007554,co-01673,po-07,1,,True
copo-007555,co-01673,po-04,2,,True
copo-007556,co-01674,po-01,1,,True
copo-007557,co-01674,po-02,3,,True
copo-007558,co-01674,po-06,2,,True
copo-007559,co-01674,po-04,3,,True
copo-007560,co-01674,po-12,3,,True
copo-007561,co-01675,po-02,3,,True
copo-007562,co-01675,po-11,1,,True
copo-007563,co-01675,po-06,2,,True
copo-007564,co-01675,po-08,3,,True
copo-007565,co-01676,po-02,3,,True
copo-007566,co-01676,po-10,2,,True
copo-007567,co-01676,po-12,3,,True
copo-007568,co-01676,po-09,3,,True
copo-007569,co-01676,po-07,3,,True
copo-007570,co-01676,po-04,2,,True
copo-007571,co-01677,po-06,2,,True
copo-007572,co-01677,po-07,3,,True
copo-007573,co-01677,po-02,3,,True
copo-007574,co-01677,po-09,3,,True
copo-007575,co-01677,po-04,2,,True
copo-007576,co-01677,po-10,3,,True
copo-007577,co-01678,po-07,2,,True
copo-007578,co-01678,po-09,2,,True
copo-007579,co-01678,po-01,3,,True
copo-007580,co-01678,po-06,3,,True
copo-007581,co-01678,po-08,3,,True
copo-007582,co-01678,po-10,3,,True
copo-007583,co-01679,po-09,1,,True
copo-007584,co-01679,po-05,3,,True
copo-007585,co-01679,po-04,1,,True
copo-007586,co-01680,po-10,2,,True
copo-007587,co-01680,po-03,3,,True
copo-007588,co-01680,po-04,2,,True
copo-007589,co-01680,po-09,1,,True
copo-007590,co-01681,po-04,3,,True
copo-007591,co-01681,po-11,1,,True
copo-007592,co-01681,po-03,2,,True
copo-007593,co-01681,po-01,3,,True
copo-007594,co-01682,po-02,2,,True
copo-007595,co-01682,po-07,2,,True
copo-007596,co-01682,po-10,2,,True
copo-007597,co-01683,po-05,3,,True
copo-007598,co-01683,po-03,1,,True
copo-007599,co-01683,po-04,3,,True
copo-007600,co-01683,po-12,3,,True
copo-007601,co-01683,po-08,3,,True
copo-007602,co-01684,po-10,2,,True
copo-007603,co-01684,po-01,1,,True
copo-007604,co-01684,po-08,2,,True
copo-007605,co-01684,po-06,2,,True
copo-007606,co-01685,po-04,3,,True
copo-007607,co-01685,po-02,1,,True
copo-007608,co-01685,po-07,3,,True
copo-007609,co-01685,po-09,3,,True
copo-007610,co-01686,po-12,2,,True
copo-007611,co-01686,po-08,3,,True
copo-007612,co-01686,po-01,2,,True
copo-007613,co-01686,po-11,1,,True
copo-007614,co-01686,po-10,2,,True
copo-007615,co-01687,po-01,3,,True
copo-007616,co-01687,po-06,2,,True
copo-007617,co-01687,po-10,2,,True
copo-007618,co-01687,po-11,3,,True
copo-007619,co-01687,po-03,2,,True
copo-007620,co-01687,po-05,1,,True
copo-007621,co-01688,po-11,3,,True
copo-007622,co-01688,po-08,1,,True
copo-007623,co-01688,po-05,2,,True
copo-007624,co-01689,po-07,2,,True
copo-007625,co-01689,po-02,3,,True
copo-007626,co-01689,po-05,3,,True
copo-007627,co-01689,po-08,3,,True
copo-007628,co-01689,po-10,3,,True
copo-007629,co-01690,po-02,3,,True
copo-007630,co-01690,po-09,3,,True
copo-007631,co-01690,po-04,3,,True
copo-007632,co-01690,po-08,3,,True
copo-007633,co-01691,po-10,1,,True
copo-007634,co-01691,po-02,3,,True
copo-007635,co-01691,po-05,3,,True
copo-007636,co-01691,po-09,3,,True
copo-007637,co-01691,po-07,2,,True
copo-007638,co-01692,po-01,3,,True
copo-007639,co-01692,po-05,3,,True
copo-007640,co-01692,po-10,2,,True
copo-007641,co-01692,po-04,2,,True
copo-007642,co-01692,po-03,2,,True
copo-007643,co-01693,po-04,3,,True
copo-007644,co-01693,po-10,2,,True
copo-007645,co-01693,po-09,2,,True
copo-007646,co-01693,po-05,3,,True
copo-007647,co-01694,po-06,3,,True
copo-007648,co-01694,po-07,3,,True
copo-007649,co-01694,po-08,1,,True
copo-007650,co-01694,po-09,3,,True
copo-007651,co-01695,po-03,3,,True
copo-007652,co-01695,po-04,3,,True
copo-007653,co-01695,po-08,3,,True
copo-007654,co-01695,po-09,3,,True
copo-007655,co-01696,po-06,2,,True
copo-007656,co-01696,po-11,1,,True
copo-007657,co-01696,po-09,3,,True
copo-007658,co-01697,po-07,3,,True
copo-007659,co-01697,po-02,3,,True
copo-007660,co-01697,po-04,2,,True
copo-007661,co-01698,po-07,3,,True
copo-007662,co-01698,po-05,1,,True
copo-007663,co-01698,po-08,3,,True
copo-007664,co-01698,po-09,2,,True
copo-007665,co-01698,po-11,3,,True
copo-007666,co-01699,po-06,2,,True
copo-007667,co-01699,po-02,1,,True
copo-007668,co-01699,po-03,1,,True
copo-007669,co-01699,po-05,1,,True
copo-007670,co-01699,po-08,3,,True
copo-007671,co-01699,po-04,3,,True
copo-007672,co-01700,po-06,3,,True
copo-007673,co-01700,po-09,1,,True
copo-007674,co-01700,po-07,2,,True
copo-007675,co-01700,po-11,1,,True
copo-007676,co-01700,po-03,3,,True
copo-007677,co-01700,po-08,3,,True
copo-007678,co-01701,po-05,2,,True
copo-007679,co-01701,po-06,2,,True
copo-007680,co-01701,po-02,2,,True
copo-007681,co-01701,po-03,1,,True
copo-007682,co-01701,po-09,3,,True
copo-007683,co-01702,po-05,3,,True
copo-007684,co-01702,po-01,3,,True
copo-007685,co-01702,po-03,3,,True
copo-007686,co-01702,po-04,1,,True
copo-007687,co-01702,po-09,3,,True
copo-007688,co-01702,po-12,2,,True
copo-007689,co-01703,po-08,2,,True
copo-007690,co-01703,po-01,3,,True
copo-007691,co-01703,po-02,2,,True
copo-007692,co-01703,po-12,1,,True
copo-007693,co-01703,po-11,3,,True
copo-007694,co-01704,po-05,1,,True
copo-007695,co-01704,po-03,2,,True
copo-007696,co-01704,po-04,1,,True
copo-007697,co-01704,po-09,3,,True
copo-007698,co-01704,po-07,2,,True
copo-007699,co-01705,po-12,2,,True
copo-007700,co-01705,po-08,3,,True
copo-007701,co-01705,po-05,3,,True
copo-007702,co-01705,po-09,3,,True
copo-007703,co-01705,po-01,2,,True
copo-007704,co-01705,po-10,3,,True
copo-007705,co-01706,po-11,2,,True
copo-007706,co-01706,po-01,3,,True
copo-007707,co-01706,po-06,3,,True
copo-007708,co-01706,po-09,1,,True
copo-007709,co-01706,po-12,2,,True
copo-007710,co-01707,po-05,2,,True
copo-007711,co-01707,po-03,3,,True
copo-007712,co-01707,po-01,3,,True
copo-007713,co-01707,po-04,2,,True
copo-007714,co-01707,po-02,2,,True
copo-007715,co-01708,po-10,2,,True
copo-007716,co-01708,po-01,1,,True
copo-007717,co-01708,po-08,2,,True
copo-007718,co-01708,po-04,1,,True
copo-007719,co-01708,po-05,3,,True
copo-007720,co-01709,po-11,2,,True
copo-007721,co-01709,po-08,3,,True
copo-007722,co-01709,po-12,2,,True
copo-007723,co-01709,po-05,1,,True
copo-007724,co-01709,po-07,3,,True
copo-007725,co-01709,po-04,2,,True
copo-007726,co-01710,po-09,3,,True
copo-007727,co-01710,po-07,3,,True
copo-007728,co-01710,po-05,3,,True
copo-007729,co-01711,po-11,1,,True
copo-007730,co-01711,po-12,3,,True
copo-007731,co-01711,po-02,1,,True
copo-007732,co-01711,po-06,3,,True
copo-007733,co-01712,po-05,2,,True
copo-007734,co-01712,po-03,3,,True
copo-007735,co-01712,po-07,2,,True
copo-007736,co-01712,po-06,3,,True
copo-007737,co-01713,po-07,2,,True
copo-007738,co-01713,po-03,3,,True
copo-007739,co-01713,po-04,3,,True
copo-007740,co-01714,po-04,3,,True
copo-007741,co-01714,po-11,3,,True
copo-007742,co-01714,po-08,3,,True
copo-007743,co-01714,po-02,3,,True
copo-007744,co-01715,po-03,3,,True
copo-007745,co-01715,po-12,3,,True
copo-007746,co-01715,po-04,3,,True
copo-007747,co-01716,po-01,2,,True
copo-007748,co-01716,po-07,3,,True
copo-007749,co-01716,po-06,3,,True
copo-007750,co-01717,po-06,3,,True
copo-007751,co-01717,po-09,3,,True
copo-007752,co-01717,po-10,2,,True
copo-007753,co-01717,po-07,3,,True
copo-007754,co-01717,po-03,2,,True
copo-007755,co-01718,po-07,3,,True
copo-007756,co-01718,po-04,3,,True
copo-007757,co-01718,po-09,3,,True
copo-007758,co-01718,po-01,1,,True
copo-007759,co-01718,po-03,2,,True
copo-007760,co-01718,po-10,2,,True
copo-007761,co-01719,po-11,2,,True
copo-007762,co-01719,po-02,3,,True
copo-007763,co-01719,po-03,1,,True
copo-007764,co-01719,po-12,3,,True
copo-007765,co-01719,po-01,3,,True
copo-007766,co-01719,po-06,1,,True
copo-007767,co-01720,po-10,3,,True
copo-007768,co-01720,po-11,3,,True
copo-007769,co-01720,po-09,3,,True
copo-007770,co-01720,po-12,1,,True
copo-007771,co-01721,po-11,3,,True
copo-007772,co-01721,po-05,2,,True
copo-007773,co-01721,po-10,1,,True
copo-007774,co-01721,po-08,3,,True
copo-007775,co-01721,po-01,3,,True
copo-007776,co-01721,po-02,2,,True
copo-007777,co-01722,po-09,2,,True
copo-007778,co-01722,po-10,2,,True
copo-007779,co-01722,po-07,3,,True
copo-007780,co-01722,po-12,3,,True
copo-007781,co-01722,po-04,1,,True
copo-007782,co-01722,po-02,3,,True
copo-007783,co-01723,po-04,2,,True
copo-007784,co-01723,po-02,2,,True
copo-007785,co-01723,po-03,3,,True
copo-007786,co-01723,po-12,1,,True
copo-007787,co-01723,po-11,3,,True
copo-007788,co-01723,po-10,2,,True
copo-007789,co-01724,po-11,3,,True
copo-007790,co-01724,po-01,3,,True
copo-007791,co-01724,po-06,3,,True
copo-007792,co-01724,po-03,3,,True
copo-007793,co-01724,po-02,3,,True
copo-007794,co-01724,po-05,2,,True
copo-007795,co-01725,po-10,3,,True
copo-007796,co-01725,po-08,2,,True
copo-007797,co-01725,po-09,3,,True
copo-007798,co-01725,po-01,2,,True
copo-007799,co-01725,po-03,2,,True
copo-007800,co-01725,po-02,3,,True
copo-007801,co-01726,po-05,2,,True
copo-007802,co-01726,po-07,3,,True
copo-007803,co-01726,po-08,3,,True
copo-007804,co-01726,po-12,3,,True
copo-007805,co-01726,po-01,2,,True
copo-007806,co-01727,po-02,2,,True
copo-007807,co-01727,po-07,3,,True
copo-007808,co-01727,po-04,2,,True
copo-007809,co-01728,po-04,3,,True
copo-007810,co-01728,po-08,3,,True
copo-007811,co-01728,po-09,2,,True
copo-007812,co-01728,po-12,3,,True
copo-007813,co-01728,po-02,3,,True
copo-007814,co-01728,po-03,2,,True
copo-007815,co-01729,po-11,3,,True
copo-007816,co-01729,po-08,3,,True
copo-007817,co-01729,po-04,3,,True
copo-007818,co-01729,po-02,3,,True
copo-007819,co-01730,po-12,2,,True
copo-007820,co-01730,po-01,3,,True
copo-007821,co-01730,po-03,2,,True
copo-007822,co-01730,po-02,3,,True
copo-007823,co-01731,po-01,3,,True
copo-007824,co-01731,po-06,3,,True
copo-007825,co-01731,po-12,1,,True
copo-007826,co-01731,po-03,3,,True
copo-007827,co-01731,po-09,3,,True
copo-007828,co-01731,po-10,3,,True
copo-007829,co-01732,po-11,2,,True
copo-007830,co-01732,po-05,2,,True
copo-007831,co-01732,po-02,2,,True
copo-007832,co-01733,po-07,3,,True
copo-007833,co-01733,po-01,3,,True
copo-007834,co-01733,po-10,2,,True
copo-007835,co-01733,po-05,1,,True
copo-007836,co-01733,po-04,3,,True
copo-007837,co-01733,po-06,2,,True
copo-007838,co-01734,po-09,2,,True
copo-007839,co-01734,po-07,1,,True
copo-007840,co-01734,po-05,2,,True
copo-007841,co-01734,po-04,3,,True
copo-007842,co-01735,po-12,1,,True
copo-007843,co-01735,po-01,3,,True
copo-007844,co-01735,po-10,2,,True
copo-007845,co-01735,po-07,3,,True
copo-007846,co-01735,po-03,3,,True
copo-007847,co-01736,po-08,3,,True
copo-007848,co-01736,po-02,1,,True
copo-007849,co-01736,po-10,1,,True
copo-007850,co-01736,po-07,2,,True
copo-007851,co-01736,po-09,2,,True
copo-007852,co-01736,po-04,3,,True
copo-007853,co-01737,po-08,2,,True
copo-007854,co-01737,po-05,3,,True
copo-007855,co-01737,po-07,2,,True
copo-007856,co-01738,po-07,3,,True
copo-007857,co-01738,po-01,2,,True
copo-007858,co-01738,po-02,3,,True
copo-007859,co-01738,po-09,2,,True
copo-007860,co-01739,po-04,3,,True
copo-007861,co-01739,po-02,2,,True
copo-007862,co-01739,po-10,2,,True
copo-007863,co-01739,po-06,3,,True
copo-007864,co-01739,po-07,2,,True
copo-007865,co-01739,po-05,3,,True
copo-007866,co-01740,po-08,2,,True
copo-007867,co-01740,po-11,1,,True
copo-007868,co-01740,po-12,2,,True
copo-007869,co-01740,po-07,3,,True
copo-007870,co-01741,po-01,2,,True
copo-007871,co-01741,po-04,1,,True
copo-007872,co-01741,po-09,2,,True
copo-007873,co-01742,po-06,3,,True
copo-007874,co-01742,po-02,2,,True
copo-007875,co-01742,po-04,3,,True
copo-007876,co-01742,po-05,3,,True
copo-007877,co-01742,po-09,3,,True
copo-007878,co-01743,po-01,3,,True
copo-007879,co-01743,po-10,3,,True
copo-007880,co-01743,po-06,3,,True
copo-007881,co-01743,po-05,3,,True
copo-007882,co-01743,po-04,3,,True
copo-007883,co-01744,po-09,3,,True
copo-007884,co-01744,po-04,3,,True
copo-007885,co-01744,po-01,2,,True
copo-007886,co-01745,po-01,3,,True
copo-007887,co-01745,po-02,2,,True
copo-007888,co-01745,po-09,1,,True
copo-007889,co-01746,po-04,1,,True
copo-007890,co-01746,po-10,2,,True
copo-007891,co-01746,po-02,2,,True
copo-007892,co-01746,po-06,3,,True
copo-007893,co-01746,po-11,3,,True
copo-007894,co-01747,po-03,3,,True
copo-007895,co-01747,po-11,1,,True
copo-007896,co-01747,po-02,3,,True
copo-007897,co-01747,po-01,3,,True
copo-007898,co-01747,po-08,1,,True
copo-007899,co-01747,po-07,1,,True
copo-007900,co-01748,po-06,2,,True
copo-007901,co-01748,po-11,2,,True
copo-007902,co-01748,po-12,2,,True
copo-007903,co-01748,po-01,3,,True
copo-007904,co-01748,po-10,1,,True
copo-007905,co-01748,po-07,1,,True
copo-007906,co-01749,po-03,1,,True
copo-007907,co-01749,po-01,1,,True
copo-007908,co-01749,po-07,2,,True
copo-007909,co-01749,po-10,1,,True
copo-007910,co-01749,po-08,2,,True
copo-007911,co-01750,po-12,1,,True
copo-007912,co-01750,po-10,3,,True
copo-007913,co-01750,po-11,3,,True
copo-007914,co-01750,po-03,2,,True
copo-007915,co-01750,po-01,2,,True
copo-007916,co-01751,po-03,1,,True
copo-007917,co-01751,po-12,1,,True
copo-007918,co-01751,po-11,2,,True
copo-007919,co-01751,po-05,2,,True
copo-007920,co-01752,po-03,2,,True
copo-007921,co-01752,po-11,3,,True
copo-007922,co-01752,po-12,2,,True
copo-007923,co-01752,po-01,3,,True
copo-007924,co-01753,po-06,2,,True
copo-007925,co-01753,po-07,2,,True
copo-007926,co-01753,po-05,2,,True
copo-007927,co-01753,po-12,3,,True
copo-007928,co-01753,po-03,3,,True
copo-007929,co-01754,po-05,2,,True
copo-007930,co-01754,po-10,2,,True
copo-007931,co-01754,po-08,3,,True
copo-007932,co-01754,po-07,3,,True
copo-007933,co-01754,po-01,3,,True
copo-007934,co-01755,po-04,3,,True
copo-007935,co-01755,po-05,3,,True
copo-007936,co-01755,po-03,3,,True
copo-007937,co-01755,po-01,3,,True
copo-007938,co-01755,po-06,3,,True
copo-007939,co-01755,po-02,3,,True
copo-007940,co-01756,po-05,3,,True
copo-007941,co-01756,po-11,3,,True
copo-007942,co-01756,po-10,2,,True
copo-007943,co-01756,po-09,2,,True
copo-007944,co-01757,po-03,3,,True
copo-007945,co-01757,po-05,3,,True
copo-007946,co-01757,po-08,2,,True
copo-007947,co-01757,po-11,3,,True
copo-007948,co-01757,po-07,2,,True
copo-007949,co-01758,po-04,3,,True
copo-007950,co-01758,po-09,3,,True
copo-007951,co-01758,po-10,3,,True
copo-007952,co-01758,po-07,2,,True
copo-007953,co-01758,po-03,3,,True
copo-007954,co-01759,po-03,3,,True
copo-007955,co-01759,po-05,3,,True
copo-007956,co-01759,po-04,2,,True
copo-007957,co-01759,po-07,2,,True
copo-007958,co-01760,po-06,2,,True
copo-007959,co-01760,po-08,3,,True
copo-007960,co-01760,po-02,3,,True
copo-007961,co-01761,po-11,3,,True
copo-007962,co-01761,po-09,3,,True
copo-007963,co-01761,po-02,3,,True
copo-007964,co-01761,po-10,2,,True
copo-007965,co-01762,po-02,2,,True
copo-007966,co-01762,po-01,3,,True
copo-007967,co-01762,po-04,2,,True
copo-007968,co-01762,po-11,3,,True
copo-007969,co-01762,po-08,1,,True
copo-007970,co-01762,po-07,3,,True
copo-007971,co-01763,po-01,3,,True
copo-007972,co-01763,po-02,3,,True
copo-007973,co-01763,po-05,3,,True
copo-007974,co-01763,po-09,3,,True
copo-007975,co-01764,po-09,3,,True
copo-007976,co-01764,po-03,2,,True
copo-007977,co-01764,po-07,3,,True
copo-007978,co-01765,po-02,3,,True
copo-007979,co-01765,po-03,2,,True
copo-007980,co-01765,po-12,3,,True
copo-007981,co-01765,po-05,2,,True
copo-007982,co-01766,po-07,3,,True
copo-007983,co-01766,po-03,3,,True
copo-007984,co-01766,po-06,2,,True
copo-007985,co-01766,po-05,3,,True
copo-007986,co-01766,po-11,3,,True
copo-007987,co-01766,po-10,2,,True
copo-007988,co-01767,po-02,2,,True
copo-007989,co-01767,po-07,2,,True
copo-007990,co-01767,po-12,3,,True
copo-007991,co-01768,po-02,3,,True
copo-007992,co-01768,po-07,3,,True
copo-007993,co-01768,po-04,2,,True
copo-007994,co-01769,po-02,2,,True
copo-007995,co-01769,po-04,2,,True
copo-007996,co-01769,po-11,2,,True
copo-007997,co-01770,po-08,3,,True
copo-007998,co-01770,po-11,2,,True
copo-007999,co-01770,po-07,3,,True
copo-008000,co-01770,po-12,2,,True
copo-008001,co-01771,po-05,3,,True
copo-008002,co-01771,po-01,3,,True
copo-008003,co-01771,po-10,2,,True
copo-008004,co-01772,po-02,3,,True
copo-008005,co-01772,po-07,1,,True
copo-008006,co-01772,po-09,2,,True
copo-008007,co-01772,po-01,2,,True
copo-008008,co-01772,po-12,2,,True
copo-008009,co-01772,po-05,1,,True
copo-008010,co-01773,po-05,3,,True
copo-008011,co-01773,po-09,2,,True
copo-008012,co-01773,po-06,2,,True
copo-008013,co-01773,po-12,1,,True
copo-008014,co-01774,po-06,1,,True
copo-008015,co-01774,po-04,3,,True
copo-008016,co-01774,po-02,3,,True
copo-008017,co-01774,po-07,3,,True
