id,college_id,department_id,semester,name,credits,type,subject_code,regulation_year,hours_per_week,course_category,lecture_hrs,tutorial_hrs,practical_hrs,is_mooc,mooc_platform,mooc_credit_equiv
subj-0449,aits-hyd-001,dept-aiml,5,Web Technologies,3,Theory,22AM5104,R22,4,core,2,0,2,False,,
subj-0450,aits-hyd-001,dept-aiml,5,Computer Networks Lab,2,Lab,22AM5105,R22,3,core,0,0,3,False,,
subj-0451,aits-hyd-001,dept-aiml,5,Professional Elective - I,3,Theory,22AM5106,R22,3,elective,3,0,0,False,,
subj-0452,aits-hyd-001,dept-aiml,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0453,aits-hyd-001,dept-aiml,6,Artificial Intelligence,3,Theory,22AM6101,R22,3,core,3,0,0,False,,
subj-0454,aits-hyd-001,dept-aiml,6,Cryptography & Network Security,3,Theory,22AM6102,R22,3,core,3,0,0,False,,
subj-0455,aits-hyd-001,dept-aiml,6,Machine Learning,3,Theory,22AM6103,R22,3,core,3,0,0,False,,
subj-0456,aits-hyd-001,dept-aiml,6,Cloud Computing,3,Theory,22AM6104,R22,3,core,3,0,0,False,,
subj-0457,aits-hyd-001,dept-aiml,6,AI & ML Lab,2,Lab,22AM6105,R22,3,core,0,0,3,False,,
subj-0458,aits-hyd-001,dept-aiml,6,Professional Elective - II,3,Theory,22AM6106,R22,3,elective,3,0,0,False,,
subj-0459,aits-hyd-001,dept-aiml,6,Open Elective - I,3,Theory,22AM6107,R22,3,open_elective,3,0,0,False,,
subj-0460,aits-hyd-001,dept-aiml,7,Big Data Analytics,3,Theory,22AM7101,R22,3,core,3,0,0,False,,
subj-0461,aits-hyd-001,dept-aiml,7,Internet of Things,3,Theory,22AM7102,R22,3,core,3,0,0,False,,
subj-0462,aits-hyd-001,dept-aiml,7,Professional Elective - III,3,Theory,22AM7103,R22,3,elective,3,0,0,False,,
subj-0463,aits-hyd-001,dept-aiml,7,Open Elective - II,3,Theory,22AM7104,R22,3,open_elective,3,0,0,False,,
subj-0464,aits-hyd-001,dept-aiml,7,Project - I,2,Lab,22AM7105,R22,4,core,0,0,4,False,,
subj-0465,aits-hyd-001,dept-aiml,7,Seminar,2,Lab,22AM7106,R22,2,core,0,0,2,False,,
subj-0466,aits-hyd-001,dept-aiml,8,Professional Elective - IV,3,Theory,22AM8101,R22,3,elective,3,0,0,False,,
subj-0467,aits-hyd-001,dept-aiml,8,Project - II,8,Lab,22AM8102,R22,16,core,0,0,16,False,,
subj-0468,aits-hyd-001,dept-aiml,8,Comprehensive Viva,2,Lab,22AM8103,R22,0,core,0,0,0,False,,
subj-0469,aits-hyd-001,dept-cso,1,Linear Algebra & Calculus,4,Theory,22MA1101,R22,4,core,3,1,0,False,,
subj-0470,aits-hyd-001,dept-cso,1,Applied Physics,4,Theory,22PH1101,R22,3,core,3,0,0,False,,
subj-0471,aits-hyd-001,dept-cso,1,Programming for Problem Solving (C),3,Theory,22CS1101,R22,3,core,3,0,0,False,,
subj-0472,aits-hyd-001,dept-cso,1,Programming for Problem Solving Lab,1,Lab,22CS1102,R22,3,core,0,0,3,False,,
subj-0473,aits-hyd-001,dept-cso,1,English - I,2,Theory,22EN1101,R22,2,aec,2,0,0,False,,
subj-0474,aits-hyd-001,dept-cso,1,Engineering Drawing,2,Lab,22ME1101,R22,3,core,1,0,2,False,,
subj-0475,aits-hyd-001,dept-cso,1,Applied Physics Lab,1,Lab,22PH1102,R22,2,core,0,0,2,False,,
subj-0476,aits-hyd-001,dept-cso,2,"Probability, Statistics & Numerical Methods",4,Theory,22MA1201,R22,4,core,3,1,0,False,,
subj-0477,aits-hyd-001,dept-cso,2,Engineering Chemistry,4,Theory,22CH1201,R22,3,core,3,0,0,False,,
subj-0478,aits-hyd-001,dept-cso,2,Basic Electrical Engineering,3,Theory,22EE1201,R22,3,core,3,0,0,False,,
subj-0479,aits-hyd-001,dept-cso,2,Basic Electrical Engineering Lab,1,Lab,22EE1202,R22,2,core,0,0,2,False,,
subj-0480,aits-hyd-001,dept-cso,2,English - II,2,Theory,22EN1201,R22,2,aec,2,0,0,False,,
subj-0481,aits-hyd-001,dept-cso,2,Data Structures,3,Theory,22CS1201,R22,3,core,3,0,0,False,,
subj-0482,aits-hyd-001,dept-cso,2,Data Structures Lab,1,Lab,22CS1202,R22,3,core,0,0,3,False,,
subj-0483,aits-hyd-001,dept-cso,2,Engineering Chemistry Lab,1,Lab,22CH1202,R22,2,core,0,0,2,False,,
subj-0484,aits-hyd-001,dept-cso,3,Discrete Mathematics,3,Theory,22CY3101,R22,3,core,3,0,0,False,,
subj-0485,aits-hyd-001,dept-cso,3,Object-Oriented Programming (Java),3,Theory,22CY3102,R22,3,core,3,0,0,False,,
subj-0486,aits-hyd-001,dept-cso,3,Digital Logic Design,3,Theory,22CY3103,R22,3,core,3,0,0,False,,
subj-0487,aits-hyd-001,dept-cso,3,Computer Organization,3,Theory,22CY3104,R22,3,core,3,0,0,False,,
subj-0488,aits-hyd-001,dept-cso,3,OOP Lab,2,Lab,22CY3105,R22,3,core,0,0,3,False,,
subj-0489,aits-hyd-001,dept-cso,3,Digital Logic Lab,1,Lab,22CY3106,R22,2,core,0,0,2,False,,
subj-0490,aits-hyd-001,dept-cso,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0491,aits-hyd-001,dept-cso,4,Operating Systems,3,Theory,22CY4101,R22,3,core,3,0,0,False,,
subj-0492,aits-hyd-001,dept-cso,4,Database Management Systems,3,Theory,22CY4102,R22,3,core,3,0,0,False,,
subj-0493,aits-hyd-001,dept-cso,4,Design & Analysis of Algorithms,3,Theory,22CY4103,R22,4,core,3,1,0,False,,
subj-0494,aits-hyd-001,dept-cso,4,Software Engineering,3,Theory,22CY4104,R22,3,core,3,0,0,False,,
subj-0495,aits-hyd-001,dept-cso,4,OS & DBMS Lab,2,Lab,22CY4105,R22,3,core,0,0,3,False,,
subj-0496,aits-hyd-001,dept-cso,4,Python Programming Lab,1,Lab,22CY4106,R22,2,core,0,0,2,False,,
subj-0497,aits-hyd-001,dept-cso,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0498,aits-hyd-001,dept-cso,5,Computer Networks,3,Theory,22CY5101,R22,3,core,3,0,0,False,,
subj-0499,aits-hyd-001,dept-cso,5,Compiler Design,3,Theory,22CY5102,R22,3,core,3,0,0,False,,
subj-0500,aits-hyd-001,dept-cso,5,Formal Languages & Automata Theory,3,Theory,22CY5103,R22,4,core,3,1,0,False,,
subj-0501,aits-hyd-001,dept-cso,5,Web Technologies,3,Theory,22CY5104,R22,4,core,2,0,2,False,,
subj-0502,aits-hyd-001,dept-cso,5,Computer Networks Lab,2,Lab,22CY5105,R22,3,core,0,0,3,False,,
subj-0503,aits-hyd-001,dept-cso,5,Professional Elective - I,3,Theory,22CY5106,R22,3,elective,3,0,0,False,,
subj-0504,aits-hyd-001,dept-cso,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0505,aits-hyd-001,dept-cso,6,Artificial Intelligence,3,Theory,22CY6101,R22,3,core,3,0,0,False,,
subj-0506,aits-hyd-001,dept-cso,6,Cryptography & Network Security,3,Theory,22CY6102,R22,3,core,3,0,0,False,,
subj-0507,aits-hyd-001,dept-cso,6,Machine Learning,3,Theory,22CY6103,R22,3,core,3,0,0,False,,
subj-0508,aits-hyd-001,dept-cso,6,Cloud Computing,3,Theory,22CY6104,R22,3,core,3,0,0,False,,
subj-0509,aits-hyd-001,dept-cso,6,AI & ML Lab,2,Lab,22CY6105,R22,3,core,0,0,3,False,,
subj-0510,aits-hyd-001,dept-cso,6,Professional Elective - II,3,Theory,22CY6106,R22,3,elective,3,0,0,False,,
subj-0511,aits-hyd-001,dept-cso,6,Open Elective - I,3,Theory,22CY6107,R22,3,open_elective,3,0,0,False,,
subj-0512,aits-hyd-001,dept-cso,7,Big Data Analytics,3,Theory,22CY7101,R22,3,core,3,0,0,False,,
subj-0513,aits-hyd-001,dept-cso,7,Internet of Things,3,Theory,22CY7102,R22,3,core,3,0,0,False,,
subj-0514,aits-hyd-001,dept-cso,7,Professional Elective - III,3,Theory,22CY7103,R22,3,elective,3,0,0,False,,
subj-0515,aits-hyd-001,dept-cso,7,Open Elective - II,3,Theory,22CY7104,R22,3,open_elective,3,0,0,False,,
subj-0516,aits-hyd-001,dept-cso,7,Project - I,2,Lab,22CY7105,R22,4,core,0,0,4,False,,
subj-0517,aits-hyd-001,dept-cso,7,Seminar,2,Lab,22CY7106,R22,2,core,0,0,2,False,,
subj-0518,aits-hyd-001,dept-cso,8,Professional Elective - IV,3,Theory,22CY8101,R22,3,elective,3,0,0,False,,
subj-0519,aits-hyd-001,dept-cso,8,Project - II,8,Lab,22CY8102,R22,16,core,0,0,16,False,,
subj-0520,aits-hyd-001,dept-cso,8,Comprehensive Viva,2,Lab,22CY8103,R22,0,core,0,0,0,False,,
subj-0521,aits-hyd-001,dept-iot,1,Linear Algebra & Calculus,4,Theory,22MA1101,R22,4,core,3,1,0,False,,
subj-0522,aits-hyd-001,dept-iot,1,Applied Physics,4,Theory,22PH1101,R22,3,core,3,0,0,False,,
subj-0523,aits-hyd-001,dept-iot,1,Programming for Problem Solving (C),3,Theory,22CS1101,R22,3,core,3,0,0,False,,
subj-0524,aits-hyd-001,dept-iot,1,Programming for Problem Solving Lab,1,Lab,22CS1102,R22,3,core,0,0,3,False,,
subj-0525,aits-hyd-001,dept-iot,1,English - I,2,Theory,22EN1101,R22,2,aec,2,0,0,False,,
subj-0526,aits-hyd-001,dept-iot,1,Engineering Drawing,2,Lab,22ME1101,R22,3,core,1,0,2,False,,
subj-0527,aits-hyd-001,dept-iot,1,Applied Physics Lab,1,Lab,22PH1102,R22,2,core,0,0,2,False,,
subj-0528,aits-hyd-001,dept-iot,2,"Probability, Statistics & Numerical Methods",4,Theory,22MA1201,R22,4,core,3,1,0,False,,
subj-0529,aits-hyd-001,dept-iot,2,Engineering Chemistry,4,Theory,22CH1201,R22,3,core,3,0,0,False,,
subj-0530,aits-hyd-001,dept-iot,2,Basic Electrical Engineering,3,Theory,22EE1201,R22,3,core,3,0,0,False,,
subj-0531,aits-hyd-001,dept-iot,2,Basic Electrical Engineering Lab,1,Lab,22EE1202,R22,2,core,0,0,2,False,,
subj-0532,aits-hyd-001,dept-iot,2,English - II,2,Theory,22EN1201,R22,2,aec,2,0,0,False,,
subj-0533,aits-hyd-001,dept-iot,2,Data Structures,3,Theory,22CS1201,R22,3,core,3,0,0,False,,
subj-0534,aits-hyd-001,dept-iot,2,Data Structures Lab,1,Lab,22CS1202,R22,3,core,0,0,3,False,,
subj-0535,aits-hyd-001,dept-iot,2,Engineering Chemistry Lab,1,Lab,22CH1202,R22,2,core,0,0,2,False,,
subj-0536,aits-hyd-001,dept-iot,3,Discrete Mathematics,3,Theory,22IO3101,R22,3,core,3,0,0,False,,
subj-0537,aits-hyd-001,dept-iot,3,Object-Oriented Programming (Java),3,Theory,22IO3102,R22,3,core,3,0,0,False,,
subj-0538,aits-hyd-001,dept-iot,3,Digital Logic Design,3,Theory,22IO3103,R22,3,core,3,0,0,False,,
subj-0539,aits-hyd-001,dept-iot,3,Computer Organization,3,Theory,22IO3104,R22,3,core,3,0,0,False,,
subj-0540,aits-hyd-001,dept-iot,3,OOP Lab,2,Lab,22IO3105,R22,3,core,0,0,3,False,,
subj-0541,aits-hyd-001,dept-iot,3,Digital Logic Lab,1,Lab,22IO3106,R22,2,core,0,0,2,False,,
subj-0542,aits-hyd-001,dept-iot,3,Managerial Economics & Financial Analysis,3,Theory,22HS3101,R22,3,sec,3,0,0,False,,
subj-0543,aits-hyd-001,dept-iot,4,Operating Systems,3,Theory,22IO4101,R22,3,core,3,0,0,False,,
subj-0544,aits-hyd-001,dept-iot,4,Database Management Systems,3,Theory,22IO4102,R22,3,core,3,0,0,False,,
subj-0545,aits-hyd-001,dept-iot,4,Design & Analysis of Algorithms,3,Theory,22IO4103,R22,4,core,3,1,0,False,,
subj-0546,aits-hyd-001,dept-iot,4,Software Engineering,3,Theory,22IO4104,R22,3,core,3,0,0,False,,
subj-0547,aits-hyd-001,dept-iot,4,OS & DBMS Lab,2,Lab,22IO4105,R22,3,core,0,0,3,False,,
subj-0548,aits-hyd-001,dept-iot,4,Python Programming Lab,1,Lab,22IO4106,R22,2,core,0,0,2,False,,
subj-0549,aits-hyd-001,dept-iot,4,Environmental Science,2,Theory,22HS4101,R22,2,mdc,2,0,0,False,,
subj-0550,aits-hyd-001,dept-iot,5,Computer Networks,3,Theory,22IO5101,R22,3,core,3,0,0,False,,
subj-0551,aits-hyd-001,dept-iot,5,Compiler Design,3,Theory,22IO5102,R22,3,core,3,0,0,False,,
subj-0552,aits-hyd-001,dept-iot,5,Formal Languages & Automata Theory,3,Theory,22IO5103,R22,4,core,3,1,0,False,,
subj-0553,aits-hyd-001,dept-iot,5,Web Technologies,3,Theory,22IO5104,R22,4,core,2,0,2,False,,
subj-0554,aits-hyd-001,dept-iot,5,Computer Networks Lab,2,Lab,22IO5105,R22,3,core,0,0,3,False,,
subj-0555,aits-hyd-001,dept-iot,5,Professional Elective - I,3,Theory,22IO5106,R22,3,elective,3,0,0,False,,
subj-0556,aits-hyd-001,dept-iot,5,Constitution of India,0,Theory,22MC5101,R22,2,mdc,2,0,0,False,,
subj-0557,aits-hyd-001,dept-iot,6,Artificial Intelligence,3,Theory,22IO6101,R22,3,core,3,0,0,False,,
subj-0558,aits-hyd-001,dept-iot,6,Cryptography & Network Security,3,Theory,22IO6102,R22,3,core,3,0,0,False,,
subj-0559,aits-hyd-001,dept-iot,6,Machine Learning,3,Theory,22IO6103,R22,3,core,3,0,0,False,,
subj-0560,aits-hyd-001,dept-iot,6,Cloud Computing,3,Theory,22IO6104,R22,3,core,3,0,0,False,,
subj-0561,aits-hyd-001,dept-iot,6,AI & ML Lab,2,Lab,22IO6105,R22,3,core,0,0,3,False,,
subj-0562,aits-hyd-001,dept-iot,6,Professional Elective - II,3,Theory,22IO6106,R22,3,elective,3,0,0,False,,
subj-0563,aits-hyd-001,dept-iot,6,Open Elective - I,3,Theory,22IO6107,R22,3,open_elective,3,0,0,False,,
subj-0564,aits-hyd-001,dept-iot,7,Big Data Analytics,3,Theory,22IO7101,R22,3,core,3,0,0,False,,
subj-0565,aits-hyd-001,dept-iot,7,Internet of Things,3,Theory,22IO7102,R22,3,core,3,0,0,False,,
subj-0566,aits-hyd-001,dept-iot,7,Professional Elective - III,3,Theory,22IO7103,R22,3,elective,3,0,0,False,,
subj-0567,aits-hyd-001,dept-iot,7,Open Elective - II,3,Theory,22IO7104,R22,3,open_elective,3,0,0,False,,
subj-0568,aits-hyd-001,dept-iot,7,Project - I,2,Lab,22IO7105,R22,4,core,0,0,4,False,,
subj-0569,aits-hyd-001,dept-iot,7,Seminar,2,Lab,22IO7106,R22,2,core,0,0,2,False,,
subj-0570,aits-hyd-001,dept-iot,8,Professional Elective - IV,3,Theory,22IO8101,R22,3,elective,3,0,0,False,,
subj-0571,aits-hyd-001,dept-iot,8,Project - II,8,Lab,22IO8102,R22,16,core,0,0,16,False,,
subj-0572,aits-hyd-001,dept-iot,8,Comprehensive Viva,2,Lab,22IO8103,R22,0,core,0,0,0,False,,
