id,student_id,hostel_room_id,hostel_block_id,room_number,academic_year,admission_year,status
halloc-00556,STU-00807,hrm-0206,hblk-boys-b,BB-DORM-01,2024-2028,2024,occupied
halloc-00557,STU-00934,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00558,STU-01900,hrm-0206,hblk-boys-b,BB-DORM-01,2025-2029,2025,occupied
halloc-00559,STU-00168,hrm-0206,hblk-boys-b,BB-DORM-01,2023-2027,2023,occupied
halloc-00560,STU-01600,hrm-0207,hblk-boys-b,BB-DORM-02,2024-2028,2024,occupied
halloc-00561,STU-00454,hrm-0207,hblk-boys-b,BB-DORM-02,2025-2029,2025,occupied
halloc-00562,STU-00658,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00563,STU-03349,hrm-0207,hblk-boys-b,BB-DORM-02,2025-2029,2025,occupied
halloc-00564,STU-02847,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00565,STU-01682,hrm-0207,hblk-boys-b,BB-DORM-02,2022-2026,2022,occupied
halloc-00566,STU-01439,hrm-0207,hblk-boys-b,BB-DORM-02,2025-2029,2025,occupied
halloc-00567,STU-00715,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00568,STU-00108,hrm-0207,hblk-boys-b,BB-DORM-02,2022-2026,2022,occupied
halloc-00569,STU-01684,hrm-0207,hblk-boys-b,BB-DORM-02,2022-2026,2022,occupied
halloc-00570,STU-00706,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00571,STU-00669,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00572,STU-02794,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00573,STU-03357,hrm-0207,hblk-boys-b,BB-DORM-02,2025-2029,2025,occupied
halloc-00574,STU-02787,hrm-0207,hblk-boys-b,BB-DORM-02,2023-2027,2023,occupied
halloc-00575,STU-02273,hrm-0208,hblk-boys-ann,BAX-F1R01,2024-2028,2024,occupied
halloc-00576,STU-02898,hrm-0208,hblk-boys-ann,BAX-F1R01,2024-2028,2024,occupied
halloc-00577,STU-00434,hrm-0209,hblk-boys-ann,BAX-F1R02,2025-2029,2025,occupied
halloc-00578,STU-02815,hrm-0209,hblk-boys-ann,BAX-F1R02,2023-2027,2023,occupied
halloc-00579,STU-02426,hrm-0210,hblk-boys-ann,BAX-F1R03,2022-2026,2022,occupied
halloc-00580,STU-01529,hrm-0210,hblk-boys-ann,BAX-F1R03,2023-2027,2023,occupied
halloc-00581,STU-02608,hrm-0211,hblk-boys-ann,BAX-F1R04,2025-2029,2025,occupied
halloc-00582,STU-01548,hrm-0211,hblk-boys-ann,BAX-F1R04,2023-2027,2023,occupied
halloc-00583,STU-01345,hrm-0212,hblk-boys-ann,BAX-F1R05,2025-2029,2025,occupied
halloc-00584,STU-00178,hrm-0212,hblk-boys-ann,BAX-F1R05,2023-2027,2023,occupied
halloc-00585,STU-00526,hrm-0213,hblk-boys-ann,BAX-F1R06,2022-2026,2022,occupied
halloc-00586,STU-01734,hrm-0213,hblk-boys-ann,BAX-F1R06,2022-2026,2022,occupied
halloc-00587,STU-00615,hrm-0214,hblk-boys-ann,BAX-F1R07,2023-2027,2023,occupied
halloc-00588,STU-02251,hrm-0214,hblk-boys-ann,BAX-F1R07,2024-2028,2024,occupied
halloc-00589,STU-02487,hrm-0215,hblk-boys-ann,BAX-F1R08,2023-2027,2023,occupied
halloc-00590,STU-00150,hrm-0215,hblk-boys-ann,BAX-F1R08,2023-2027,2023,occupied
halloc-00591,STU-02230,hrm-0216,hblk-boys-ann,BAX-F1R09,2024-2028,2024,occupied
halloc-00592,STU-00618,hrm-0216,hblk-boys-ann,BAX-F1R09,2023-2027,2023,occupied
halloc-00593,STU-02812,hrm-0217,hblk-boys-ann,BAX-F1R10,2023-2027,2023,occupied
halloc-00594,STU-03199,hrm-0217,hblk-boys-ann,BAX-F1R10,2023-2027,2023,occupied
halloc-00595,STU-02550,hrm-0218,hblk-boys-ann,BAX-F1R01,2024-2028,2024,occupied
halloc-00596,STU-02274,hrm-0218,hblk-boys-ann,BAX-F1R01,2024-2028,2024,occupied
halloc-00597,STU-01725,hrm-0218,hblk-boys-ann,BAX-F1R01,2022-2026,2022,occupied
halloc-00598,STU-02248,hrm-0219,hblk-boys-ann,BAX-F1R02,2024-2028,2024,occupied
halloc-00599,STU-01785,hrm-0219,hblk-boys-ann,BAX-F1R02,2023-2027,2023,occupied
halloc-00600,STU-03228,hrm-0219,hblk-boys-ann,BAX-F1R02,2023-2027,2023,occupied
halloc-00601,STU-01104,hrm-0220,hblk-boys-ann,BAX-F1R03,2023-2027,2023,occupied
halloc-00602,STU-00541,hrm-0220,hblk-boys-ann,BAX-F1R03,2022-2026,2022,occupied
halloc-00603,STU-01443,hrm-0220,hblk-boys-ann,BAX-F1R03,2022-2026,2022,occupied
halloc-00604,STU-03300,hrm-0221,hblk-boys-ann,BAX-F1R04,2024-2028,2024,occupied
halloc-00605,STU-00186,hrm-0221,hblk-boys-ann,BAX-F1R04,2023-2027,2023,occupied
halloc-00606,STU-01193,hrm-0221,hblk-boys-ann,BAX-F1R04,2023-2027,2023,occupied
halloc-00607,STU-02754,hrm-0222,hblk-boys-ann,BAX-F1R05,2022-2026,2022,occupied
halloc-00608,STU-00387,hrm-0222,hblk-boys-ann,BAX-F1R05,2025-2029,2025,occupied
halloc-00609,STU-00221,hrm-0222,hblk-boys-ann,BAX-F1R05,2023-2027,2023,occupied
halloc-00610,STU-01042,hrm-0223,hblk-boys-ann,BAX-F1R06,2022-2026,2022,occupied
halloc-00611,STU-03207,hrm-0223,hblk-boys-ann,BAX-F1R06,2023-2027,2023,occupied
halloc-00612,STU-02059,hrm-0223,hblk-boys-ann,BAX-F1R06,2023-2027,2023,occupied
halloc-00613,STU-02448,hrm-0224,hblk-boys-ann,BAX-F1R07,2022-2026,2022,occupied
halloc-00614,STU-00818,hrm-0224,hblk-boys-ann,BAX-F1R07,2024-2028,2024,occupied
halloc-00615,STU-01465,hrm-0224,hblk-boys-ann,BAX-F1R07,2022-2026,2022,occupied
halloc-00616,STU-00848,hrm-0225,hblk-boys-ann,BAX-F1R08,2025-2029,2025,occupied
halloc-00617,STU-01232,hrm-0225,hblk-boys-ann,BAX-F1R08,2024-2028,2024,occupied
halloc-00618,STU-01153,hrm-0225,hblk-boys-ann,BAX-F1R08,2023-2027,2023,occupied
halloc-00619,STU-00637,hrm-0226,hblk-boys-ann,BAX-F1R01,2023-2027,2023,occupied
halloc-00620,STU-02252,hrm-0226,hblk-boys-ann,BAX-F1R01,2024-2028,2024,occupied
halloc-00621,STU-00450,hrm-0226,hblk-boys-ann,BAX-F1R01,2025-2029,2025,occupied
halloc-00622,STU-00488,hrm-0226,hblk-boys-ann,BAX-F1R01,2022-2026,2022,occupied
halloc-00623,STU-01114,hrm-0227,hblk-boys-ann,BAX-F1R02,2023-2027,2023,occupied
halloc-00624,STU-00560,hrm-0227,hblk-boys-ann,BAX-F1R02,2022-2026,2022,occupied
halloc-00625,STU-00436,hrm-0227,hblk-boys-ann,BAX-F1R02,2025-2029,2025,occupied
halloc-00626,STU-01315,hrm-0227,hblk-boys-ann,BAX-F1R02,2024-2028,2024,occupied
halloc-00627,STU-03025,hrm-0228,hblk-boys-ann,BAX-F1R03,2025-2029,2025,occupied
halloc-00628,STU-00038,hrm-0228,hblk-boys-ann,BAX-F1R03,2022-2026,2022,occupied
halloc-00629,STU-02176,hrm-0228,hblk-boys-ann,BAX-F1R03,2024-2028,2024,occupied
halloc-00630,STU-02462,hrm-0228,hblk-boys-ann,BAX-F1R03,2023-2027,2023,occupied
halloc-00631,STU-01325,hrm-0229,hblk-boys-ann,BAX-F1R04,2025-2029,2025,occupied
halloc-00632,STU-02227,hrm-0229,hblk-boys-ann,BAX-F1R04,2024-2028,2024,occupied
halloc-00633,STU-03060,hrm-0229,hblk-boys-ann,BAX-F1R04,2025-2029,2025,occupied
halloc-00634,STU-02672,hrm-0229,hblk-boys-ann,BAX-F1R04,2022-2026,2022,occupied
halloc-00635,STU-01246,hrm-0230,hblk-boys-ann,BAX-F2R01,2024-2028,2024,occupied
halloc-00636,STU-01559,hrm-0230,hblk-boys-ann,BAX-F2R01,2023-2027,2023,occupied
halloc-00637,STU-01017,hrm-0231,hblk-boys-ann,BAX-F2R02,2022-2026,2022,occupied
halloc-00638,STU-02646,hrm-0231,hblk-boys-ann,BAX-F2R02,2022-2026,2022,occupied
halloc-00639,STU-01501,hrm-0232,hblk-boys-ann,BAX-F2R03,2023-2027,2023,occupied
halloc-00640,STU-02947,hrm-0232,hblk-boys-ann,BAX-F2R03,2024-2028,2024,occupied
halloc-00641,STU-03343,hrm-0233,hblk-boys-ann,BAX-F2R04,2025-2029,2025,occupied
halloc-00642,STU-02064,hrm-0233,hblk-boys-ann,BAX-F2R04,2023-2027,2023,occupied
halloc-00643,STU-02783,hrm-0234,hblk-boys-ann,BAX-F2R05,2023-2027,2023,occupied
halloc-00644,STU-02205,hrm-0234,hblk-boys-ann,BAX-F2R05,2024-2028,2024,occupied
halloc-00645,STU-00320,hrm-0235,hblk-boys-ann,BAX-F2R06,2024-2028,2024,occupied
halloc-00646,STU-00423,hrm-0235,hblk-boys-ann,BAX-F2R06,2025-2029,2025,occupied
halloc-00647,STU-02283,hrm-0236,hblk-boys-ann,BAX-F2R07,2025-2029,2025,occupied
halloc-00648,STU-02496,hrm-0236,hblk-boys-ann,BAX-F2R07,2023-2027,2023,occupied
halloc-00649,STU-01851,hrm-0237,hblk-boys-ann,BAX-F2R08,2024-2028,2024,occupied
halloc-00650,STU-00043,hrm-0237,hblk-boys-ann,BAX-F2R08,2022-2026,2022,occupied
halloc-00651,STU-00306,hrm-0238,hblk-boys-ann,BAX-F2R09,2024-2028,2024,occupied
halloc-00652,STU-02869,hrm-0238,hblk-boys-ann,BAX-F2R09,2023-2027,2023,occupied
halloc-00653,STU-01847,hrm-0239,hblk-boys-ann,BAX-F2R10,2024-2028,2024,occupied
halloc-00654,STU-01317,hrm-0239,hblk-boys-ann,BAX-F2R10,2024-2028,2024,occupied
halloc-00655,STU-00547,hrm-0240,hblk-boys-ann,BAX-F2R01,2022-2026,2022,occupied
halloc-00656,STU-01650,hrm-0240,hblk-boys-ann,BAX-F2R01,2025-2029,2025,occupied
halloc-00657,STU-02764,hrm-0240,hblk-boys-ann,BAX-F2R01,2023-2027,2023,occupied
halloc-00658,STU-00997,hrm-0241,hblk-boys-ann,BAX-F2R02,2022-2026,2022,occupied
halloc-00659,STU-02683,hrm-0241,hblk-boys-ann,BAX-F2R02,2022-2026,2022,occupied
halloc-00660,STU-00822,hrm-0241,hblk-boys-ann,BAX-F2R02,2024-2028,2024,occupied
halloc-00661,STU-01100,hrm-0242,hblk-boys-ann,BAX-F2R03,2023-2027,2023,occupied
halloc-00662,STU-01371,hrm-0242,hblk-boys-ann,BAX-F2R03,2025-2029,2025,occupied
halloc-00663,STU-02156,hrm-0242,hblk-boys-ann,BAX-F2R03,2023-2027,2023,occupied
halloc-00664,STU-02288,hrm-0243,hblk-boys-ann,BAX-F2R04,2025-2029,2025,occupied
halloc-00665,STU-02361,hrm-0243,hblk-boys-ann,BAX-F2R04,2025-2029,2025,occupied
halloc-00666,STU-01694,hrm-0243,hblk-boys-ann,BAX-F2R04,2022-2026,2022,occupied
halloc-00667,STU-00338,hrm-0244,hblk-boys-ann,BAX-F2R05,2024-2028,2024,occupied
halloc-00668,STU-02485,hrm-0244,hblk-boys-ann,BAX-F2R05,2023-2027,2023,occupied
halloc-00669,STU-00170,hrm-0244,hblk-boys-ann,BAX-F2R05,2023-2027,2023,occupied
halloc-00670,STU-02398,hrm-0245,hblk-boys-ann,BAX-F2R06,2025-2029,2025,occupied
halloc-00671,STU-02342,hrm-0245,hblk-boys-ann,BAX-F2R06,2025-2029,2025,occupied
halloc-00672,STU-01025,hrm-0245,hblk-boys-ann,BAX-F2R06,2022-2026,2022,occupied
halloc-00673,STU-02315,hrm-0246,hblk-boys-ann,BAX-F2R07,2025-2029,2025,occupied
halloc-00674,STU-00496,hrm-0246,hblk-boys-ann,BAX-F2R07,2022-2026,2022,occupied
halloc-00675,STU-01664,hrm-0246,hblk-boys-ann,BAX-F2R07,2025-2029,2025,occupied
halloc-00676,STU-00988,hrm-0247,hblk-boys-ann,BAX-F2R08,2022-2026,2022,occupied
halloc-00677,STU-02985,hrm-0247,hblk-boys-ann,BAX-F2R08,2024-2028,2024,occupied
halloc-00678,STU-02406,hrm-0247,hblk-boys-ann,BAX-F2R08,2022-2026,2022,occupied
halloc-00679,STU-03155,hrm-0248,hblk-boys-ann,BAX-F2R01,2022-2026,2022,occupied
halloc-00680,STU-00747,hrm-0248,hblk-boys-ann,BAX-F2R01,2024-2028,2024,occupied
halloc-00681,STU-00332,hrm-0248,hblk-boys-ann,BAX-F2R01,2024-2028,2024,occupied
halloc-00682,STU-02072,hrm-0248,hblk-boys-ann,BAX-F2R01,2023-2027,2023,occupied
halloc-00683,STU-02878,hrm-0249,hblk-boys-ann,BAX-F2R02,2023-2027,2023,occupied
halloc-00684,STU-03314,hrm-0249,hblk-boys-ann,BAX-F2R02,2025-2029,2025,occupied
halloc-00685,STU-03219,hrm-0249,hblk-boys-ann,BAX-F2R02,2023-2027,2023,occupied
halloc-00686,STU-02054,hrm-0249,hblk-boys-ann,BAX-F2R02,2023-2027,2023,occupied
halloc-00687,STU-01937,hrm-0250,hblk-boys-ann,BAX-F2R03,2022-2026,2022,occupied
halloc-00688,STU-02362,hrm-0250,hblk-boys-ann,BAX-F2R03,2025-2029,2025,occupied
halloc-00689,STU-02805,hrm-0250,hblk-boys-ann,BAX-F2R03,2023-2027,2023,occupied
halloc-00690,STU-00247,hrm-0250,hblk-boys-ann,BAX-F2R03,2024-2028,2024,occupied
halloc-00691,STU-01367,hrm-0251,hblk-boys-ann,BAX-F2R04,2025-2029,2025,occupied
halloc-00692,STU-02863,hrm-0251,hblk-boys-ann,BAX-F2R04,2023-2027,2023,occupied
halloc-00693,STU-02221,hrm-0251,hblk-boys-ann,BAX-F2R04,2024-2028,2024,occupied
halloc-00694,STU-02346,hrm-0251,hblk-boys-ann,BAX-F2R04,2025-2029,2025,occupied
halloc-00695,STU-03182,hrm-0252,hblk-boys-ann,BAX-F3R01,2023-2027,2023,occupied
halloc-00696,STU-00900,hrm-0252,hblk-boys-ann,BAX-F3R01,2025-2029,2025,occupied
halloc-00697,STU-01303,hrm-0253,hblk-boys-ann,BAX-F3R02,2024-2028,2024,occupied
halloc-00698,STU-02845,hrm-0253,hblk-boys-ann,BAX-F3R02,2023-2027,2023,occupied
halloc-00699,STU-00636,hrm-0254,hblk-boys-ann,BAX-F3R03,2023-2027,2023,occupied
halloc-00700,STU-01985,hrm-0254,hblk-boys-ann,BAX-F3R03,2022-2026,2022,occupied
halloc-00701,STU-02639,hrm-0255,hblk-boys-ann,BAX-F3R04,2025-2029,2025,occupied
halloc-00702,STU-02261,hrm-0255,hblk-boys-ann,BAX-F3R04,2024-2028,2024,occupied
halloc-00703,STU-02895,hrm-0256,hblk-boys-ann,BAX-F3R05,2024-2028,2024,occupied
halloc-00704,STU-01255,hrm-0256,hblk-boys-ann,BAX-F3R05,2024-2028,2024,occupied
halloc-00705,STU-01837,hrm-0257,hblk-boys-ann,BAX-F3R06,2024-2028,2024,occupied
halloc-00706,STU-03108,hrm-0257,hblk-boys-ann,BAX-F3R06,2025-2029,2025,occupied
halloc-00707,STU-01629,hrm-0258,hblk-boys-ann,BAX-F3R07,2025-2029,2025,occupied
halloc-00708,STU-00009,hrm-0258,hblk-boys-ann,BAX-F3R07,2022-2026,2022,occupied
halloc-00709,STU-01592,hrm-0259,hblk-boys-ann,BAX-F3R08,2024-2028,2024,occupied
halloc-00710,STU-00677,hrm-0259,hblk-boys-ann,BAX-F3R08,2023-2027,2023,occupied
halloc-00711,STU-02990,hrm-0260,hblk-boys-ann,BAX-F3R09,2024-2028,2024,occupied
halloc-00712,STU-01657,hrm-0260,hblk-boys-ann,BAX-F3R09,2025-2029,2025,occupied
halloc-00713,STU-00879,hrm-0261,hblk-boys-ann,BAX-F3R10,2025-2029,2025,occupied
halloc-00714,STU-01952,hrm-0261,hblk-boys-ann,BAX-F3R10,2022-2026,2022,occupied
halloc-00715,STU-02962,hrm-0262,hblk-boys-ann,BAX-F3R01,2024-2028,2024,occupied
halloc-00716,STU-02916,hrm-0262,hblk-boys-ann,BAX-F3R01,2024-2028,2024,occupied
halloc-00717,STU-00685,hrm-0262,hblk-boys-ann,BAX-F3R01,2023-2027,2023,occupied
halloc-00718,STU-00990,hrm-0263,hblk-boys-ann,BAX-F3R02,2022-2026,2022,occupied
halloc-00719,STU-00390,hrm-0263,hblk-boys-ann,BAX-F3R02,2025-2029,2025,occupied
halloc-00720,STU-00080,hrm-0263,hblk-boys-ann,BAX-F3R02,2022-2026,2022,occupied
halloc-00721,STU-02217,hrm-0264,hblk-boys-ann,BAX-F3R03,2024-2028,2024,occupied
halloc-00722,STU-02606,hrm-0264,hblk-boys-ann,BAX-F3R03,2025-2029,2025,occupied
halloc-00723,STU-00220,hrm-0264,hblk-boys-ann,BAX-F3R03,2023-2027,2023,occupied
halloc-00724,STU-02865,hrm-0265,hblk-boys-ann,BAX-F3R04,2023-2027,2023,occupied
halloc-00725,STU-02247,hrm-0265,hblk-boys-ann,BAX-F3R04,2024-2028,2024,occupied
halloc-00726,STU-01787,hrm-0265,hblk-boys-ann,BAX-F3R04,2023-2027,2023,occupied
halloc-00727,STU-00323,hrm-0266,hblk-boys-ann,BAX-F3R05,2024-2028,2024,occupied
halloc-00728,STU-01037,hrm-0266,hblk-boys-ann,BAX-F3R05,2022-2026,2022,occupied
halloc-00729,STU-01865,hrm-0266,hblk-boys-ann,BAX-F3R05,2025-2029,2025,occupied
halloc-00730,STU-02970,hrm-0267,hblk-boys-ann,BAX-F3R06,2024-2028,2024,occupied
halloc-00731,STU-00732,hrm-0267,hblk-boys-ann,BAX-F3R06,2024-2028,2024,occupied
halloc-00732,STU-01701,hrm-0267,hblk-boys-ann,BAX-F3R06,2022-2026,2022,occupied
halloc-00733,STU-00583,hrm-0268,hblk-boys-ann,BAX-F3R07,2022-2026,2022,occupied
halloc-00734,STU-01807,hrm-0268,hblk-boys-ann,BAX-F3R07,2024-2028,2024,occupied
halloc-00735,STU-03354,hrm-0268,hblk-boys-ann,BAX-F3R07,2025-2029,2025,occupied
halloc-00736,STU-02914,hrm-0269,hblk-boys-ann,BAX-F3R08,2024-2028,2024,occupied
halloc-00737,STU-00782,hrm-0269,hblk-boys-ann,BAX-F3R08,2024-2028,2024,occupied
halloc-00738,STU-01033,hrm-0269,hblk-boys-ann,BAX-F3R08,2022-2026,2022,occupied
halloc-00739,STU-00465,hrm-0270,hblk-boys-ann,BAX-F3R01,2025-2029,2025,occupied
halloc-00740,STU-01457,hrm-0270,hblk-boys-ann,BAX-F3R01,2022-2026,2022,occupied
halloc-00741,STU-01663,hrm-0270,hblk-boys-ann,BAX-F3R01,2025-2029,2025,occupied
halloc-00742,STU-00257,hrm-0270,hblk-boys-ann,BAX-F3R01,2024-2028,2024,occupied
halloc-00743,STU-00409,hrm-0271,hblk-boys-ann,BAX-F3R02,2025-2029,2025,occupied
halloc-00744,STU-02593,hrm-0271,hblk-boys-ann,BAX-F3R02,2025-2029,2025,occupied
halloc-00745,STU-02611,hrm-0271,hblk-boys-ann,BAX-F3R02,2025-2029,2025,occupied
halloc-00746,STU-02680,hrm-0271,hblk-boys-ann,BAX-F3R02,2022-2026,2022,occupied
halloc-00747,STU-00235,hrm-0272,hblk-boys-ann,BAX-F3R03,2023-2027,2023,occupied
halloc-00748,STU-02881,hrm-0272,hblk-boys-ann,BAX-F3R03,2024-2028,2024,occupied
halloc-00749,STU-01891,hrm-0272,hblk-boys-ann,BAX-F3R03,2025-2029,2025,occupied
halloc-00750,STU-01680,hrm-0272,hblk-boys-ann,BAX-F3R03,2025-2029,2025,occupied
halloc-00751,STU-03097,hrm-0273,hblk-boys-ann,BAX-F3R04,2025-2029,2025,occupied
halloc-00752,STU-01520,hrm-0273,hblk-boys-ann,BAX-F3R04,2023-2027,2023,occupied
halloc-00753,STU-01740,hrm-0273,hblk-boys-ann,BAX-F3R04,2022-2026,2022,occupied
halloc-00754,STU-02628,hrm-0273,hblk-boys-ann,BAX-F3R04,2025-2029,2025,occupied
halloc-00755,STU-00405,hrm-0274,hblk-boys-ann,BAX-F4R01,2025-2029,2025,occupied
halloc-00756,STU-00392,hrm-0274,hblk-boys-ann,BAX-F4R01,2025-2029,2025,occupied
halloc-00757,STU-00770,hrm-0275,hblk-boys-ann,BAX-F4R02,2024-2028,2024,occupied
halloc-00758,STU-01670,hrm-0275,hblk-boys-ann,BAX-F4R02,2025-2029,2025,occupied
halloc-00759,STU-02920,hrm-0276,hblk-boys-ann,BAX-F4R03,2024-2028,2024,occupied
halloc-00760,STU-01009,hrm-0276,hblk-boys-ann,BAX-F4R03,2022-2026,2022,occupied
halloc-00761,STU-01907,hrm-0277,hblk-boys-ann,BAX-F4R04,2025-2029,2025,occupied
halloc-00762,STU-02340,hrm-0277,hblk-boys-ann,BAX-F4R04,2025-2029,2025,occupied
halloc-00763,STU-02318,hrm-0278,hblk-boys-ann,BAX-F4R05,2025-2029,2025,occupied
halloc-00764,STU-02861,hrm-0278,hblk-boys-ann,BAX-F4R05,2023-2027,2023,occupied
halloc-00765,STU-00554,hrm-0279,hblk-boys-ann,BAX-F4R06,2022-2026,2022,occupied
halloc-00766,STU-03086,hrm-0279,hblk-boys-ann,BAX-F4R06,2025-2029,2025,occupied
halloc-00767,STU-00884,hrm-0280,hblk-boys-ann,BAX-F4R07,2025-2029,2025,occupied
halloc-00768,STU-03158,hrm-0280,hblk-boys-ann,BAX-F4R07,2022-2026,2022,occupied
halloc-00769,STU-02676,hrm-0281,hblk-boys-ann,BAX-F4R08,2022-2026,2022,occupied
halloc-00770,STU-01203,hrm-0281,hblk-boys-ann,BAX-F4R08,2024-2028,2024,occupied
halloc-00771,STU-00993,hrm-0282,hblk-boys-ann,BAX-F4R09,2022-2026,2022,occupied
halloc-00772,STU-02121,hrm-0282,hblk-boys-ann,BAX-F4R09,2023-2027,2023,occupied
halloc-00773,STU-03235,hrm-0283,hblk-boys-ann,BAX-F4R10,2023-2027,2023,occupied
halloc-00774,STU-01434,hrm-0283,hblk-boys-ann,BAX-F4R10,2025-2029,2025,occupied
halloc-00775,STU-00141,hrm-0284,hblk-boys-ann,BAX-F4R01,2023-2027,2023,occupied
halloc-00776,STU-00269,hrm-0284,hblk-boys-ann,BAX-F4R01,2024-2028,2024,occupied
halloc-00777,STU-00960,hrm-0284,hblk-boys-ann,BAX-F4R01,2025-2029,2025,occupied
halloc-00778,STU-00254,hrm-0285,hblk-boys-ann,BAX-F4R02,2024-2028,2024,occupied
halloc-00779,STU-02541,hrm-0285,hblk-boys-ann,BAX-F4R02,2024-2028,2024,occupied
halloc-00780,STU-02810,hrm-0285,hblk-boys-ann,BAX-F4R02,2023-2027,2023,occupied
halloc-00781,STU-00282,hrm-0286,hblk-boys-ann,BAX-F4R03,2024-2028,2024,occupied
halloc-00782,STU-00034,hrm-0286,hblk-boys-ann,BAX-F4R03,2022-2026,2022,occupied
halloc-00783,STU-00923,hrm-0286,hblk-boys-ann,BAX-F4R03,2025-2029,2025,occupied
halloc-00784,STU-03026,hrm-0287,hblk-boys-ann,BAX-F4R04,2025-2029,2025,occupied
halloc-00785,STU-00962,hrm-0287,hblk-boys-ann,BAX-F4R04,2022-2026,2022,occupied
halloc-00786,STU-02253,hrm-0287,hblk-boys-ann,BAX-F4R04,2024-2028,2024,occupied
halloc-00787,STU-02370,hrm-0288,hblk-boys-ann,BAX-F4R05,2025-2029,2025,occupied
halloc-00788,STU-00101,hrm-0288,hblk-boys-ann,BAX-F4R05,2022-2026,2022,occupied
halloc-00789,STU-01455,hrm-0288,hblk-boys-ann,BAX-F4R05,2022-2026,2022,occupied
halloc-00790,STU-00262,hrm-0289,hblk-boys-ann,BAX-F4R06,2024-2028,2024,occupied
halloc-00791,STU-00946,hrm-0289,hblk-boys-ann,BAX-F4R06,2025-2029,2025,occupied
halloc-00792,STU-01030,hrm-0289,hblk-boys-ann,BAX-F4R06,2022-2026,2022,occupied
halloc-00793,STU-00497,hrm-0290,hblk-boys-ann,BAX-F4R07,2022-2026,2022,occupied
halloc-00794,STU-01816,hrm-0290,hblk-boys-ann,BAX-F4R07,2024-2028,2024,occupied
halloc-00795,STU-02130,hrm-0290,hblk-boys-ann,BAX-F4R07,2023-2027,2023,occupied
halloc-00796,STU-01768,hrm-0291,hblk-boys-ann,BAX-F4R08,2023-2027,2023,occupied
halloc-00797,STU-03238,hrm-0291,hblk-boys-ann,BAX-F4R08,2023-2027,2023,occupied
halloc-00798,STU-02602,hrm-0291,hblk-boys-ann,BAX-F4R08,2025-2029,2025,occupied
halloc-00799,STU-02678,hrm-0292,hblk-boys-ann,BAX-F4R01,2022-2026,2022,occupied
halloc-00800,STU-01654,hrm-0292,hblk-boys-ann,BAX-F4R01,2025-2029,2025,occupied
halloc-00801,STU-01356,hrm-0292,hblk-boys-ann,BAX-F4R01,2025-2029,2025,occupied
halloc-00802,STU-02834,hrm-0292,hblk-boys-ann,BAX-F4R01,2023-2027,2023,occupied
halloc-00803,STU-00809,hrm-0293,hblk-boys-ann,BAX-F4R02,2024-2028,2024,occupied
halloc-00804,STU-02770,hrm-0293,hblk-boys-ann,BAX-F4R02,2023-2027,2023,occupied
halloc-00805,STU-02886,hrm-0293,hblk-boys-ann,BAX-F4R02,2024-2028,2024,occupied
halloc-00806,STU-02981,hrm-0293,hblk-boys-ann,BAX-F4R02,2024-2028,2024,occupied
halloc-00807,STU-03227,hrm-0294,hblk-boys-ann,BAX-F4R03,2023-2027,2023,occupied
halloc-00808,STU-00865,hrm-0294,hblk-boys-ann,BAX-F4R03,2025-2029,2025,occupied
halloc-00809,STU-01706,hrm-0294,hblk-boys-ann,BAX-F4R03,2022-2026,2022,occupied
halloc-00810,STU-02445,hrm-0294,hblk-boys-ann,BAX-F4R03,2022-2026,2022,occupied
halloc-00811,STU-02163,hrm-0295,hblk-boys-ann,BAX-F4R04,2024-2028,2024,occupied
halloc-00812,STU-01115,hrm-0295,hblk-boys-ann,BAX-F4R04,2023-2027,2023,occupied
halloc-00813,STU-00679,hrm-0295,hblk-boys-ann,BAX-F4R04,2023-2027,2023,occupied
halloc-00814,STU-02246,hrm-0295,hblk-boys-ann,BAX-F4R04,2024-2028,2024,occupied
halloc-00815,STU-01919,hrm-0296,hblk-boys-ann,BAX-DORM-01,2025-2029,2025,occupied
halloc-00816,STU-02630,hrm-0296,hblk-boys-ann,BAX-DORM-01,2025-2029,2025,occupied
halloc-00817,STU-00528,hrm-0296,hblk-boys-ann,BAX-DORM-01,2022-2026,2022,occupied
halloc-00818,STU-00520,hrm-0296,hblk-boys-ann,BAX-DORM-01,2022-2026,2022,occupied
halloc-00819,STU-03019,hrm-0296,hblk-boys-ann,BAX-DORM-01,2025-2029,2025,occupied
halloc-00820,STU-02186,hrm-0296,hblk-boys-ann,BAX-DORM-01,2024-2028,2024,occupied
halloc-00821,STU-02997,hrm-0296,hblk-boys-ann,BAX-DORM-01,2024-2028,2024,occupied
halloc-00822,STU-00275,hrm-0296,hblk-boys-ann,BAX-DORM-01,2024-2028,2024,occupied
halloc-00823,STU-01980,hrm-0296,hblk-boys-ann,BAX-DORM-01,2022-2026,2022,occupied
