id,college_id,student_id,scholarship_type,amount,semester,academic_year,disbursement_date,status,payment_mode,reference_number
sch-003493,college-aits-001,STU-01746,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-20,disbursed,NEFT,SCH661988
sch-003494,college-aits-001,STU-01746,SC/ST Post-Matric,45000.0,2,2023-2024,2024-03-17,disbursed,Direct Benefit Transfer,SCH897925
sch-003495,college-aits-001,STU-01746,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-07,disbursed,RTGS,SCH220364
sch-003496,college-aits-001,STU-01746,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-01,disbursed,RTGS,SCH245295
sch-003497,college-aits-001,STU-01746,SC/ST Post-Matric,45000.0,5,2025-2026,2025-09-03,disbursed,NEFT,SCH380589
sch-003498,college-aits-001,STU-01752,Merit,10000.0,1,2023-2024,2023-10-16,disbursed,NEFT,SCH196437
sch-003499,college-aits-001,STU-01752,Merit,10000.0,2,2023-2024,2024-04-23,disbursed,Direct Benefit Transfer,SCH783592
sch-003500,college-aits-001,STU-01752,Merit,10000.0,3,2024-2025,2024-10-15,disbursed,Direct Benefit Transfer,SCH948310
sch-003501,college-aits-001,STU-01752,Merit,10000.0,4,2024-2025,2025-04-14,disbursed,Direct Benefit Transfer,SCH519369
sch-003502,college-aits-001,STU-01752,Merit,10000.0,5,2025-2026,,pending,Direct Benefit Transfer,
sch-003503,college-aits-001,STU-01753,SC/ST Post-Matric,45000.0,1,2023-2024,2023-11-09,disbursed,RTGS,SCH207892
sch-003504,college-aits-001,STU-01753,SC/ST Post-Matric,45000.0,2,2023-2024,2024-05-26,disbursed,Direct Benefit Transfer,SCH426720
sch-003505,college-aits-001,STU-01753,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-26,disbursed,NEFT,SCH857135
sch-003506,college-aits-001,STU-01753,SC/ST Post-Matric,45000.0,4,2024-2025,2025-04-14,disbursed,RTGS,SCH544320
sch-003507,college-aits-001,STU-01753,SC/ST Post-Matric,45000.0,5,2025-2026,,pending,RTGS,
sch-003508,college-aits-001,STU-01755,SC/ST Post-Matric,45000.0,1,2023-2024,2023-11-04,disbursed,Direct Benefit Transfer,SCH501652
sch-003509,college-aits-001,STU-01755,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-07,disbursed,Direct Benefit Transfer,SCH470058
sch-003510,college-aits-001,STU-01755,SC/ST Post-Matric,45000.0,3,2024-2025,2024-10-21,disbursed,NEFT,SCH571233
sch-003511,college-aits-001,STU-01755,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-02,disbursed,Direct Benefit Transfer,SCH365356
sch-003512,college-aits-001,STU-01755,SC/ST Post-Matric,45000.0,5,2025-2026,,pending,Direct Benefit Transfer,
sch-003513,college-aits-001,STU-01756,EBC,20000.0,1,2023-2024,2023-11-12,disbursed,RTGS,SCH131394
sch-003514,college-aits-001,STU-01756,EBC,20000.0,2,2023-2024,2024-03-06,disbursed,RTGS,SCH550244
sch-003515,college-aits-001,STU-01756,EBC,20000.0,3,2024-2025,2024-09-12,disbursed,NEFT,SCH176168
sch-003516,college-aits-001,STU-01756,EBC,20000.0,4,2024-2025,2025-03-22,disbursed,RTGS,SCH490032
sch-003517,college-aits-001,STU-01756,EBC,20000.0,5,2025-2026,2025-09-25,disbursed,NEFT,SCH434064
sch-003518,college-aits-001,STU-01758,EBC,20000.0,1,2023-2024,2023-11-01,disbursed,Direct Benefit Transfer,SCH444844
sch-003519,college-aits-001,STU-01758,EBC,20000.0,2,2023-2024,2024-03-15,disbursed,Direct Benefit Transfer,SCH933868
sch-003520,college-aits-001,STU-01758,EBC,20000.0,3,2024-2025,2024-10-08,disbursed,Direct Benefit Transfer,SCH169452
sch-003521,college-aits-001,STU-01758,EBC,20000.0,4,2024-2025,2025-04-10,disbursed,Direct Benefit Transfer,SCH322481
sch-003522,college-aits-001,STU-01758,EBC,20000.0,5,2025-2026,,pending,RTGS,
sch-003523,college-aits-001,STU-01759,SC/ST Post-Matric,45000.0,1,2023-2024,2023-11-20,disbursed,Direct Benefit Transfer,SCH178458
sch-003524,college-aits-001,STU-01759,SC/ST Post-Matric,45000.0,2,2023-2024,2024-05-21,disbursed,RTGS,SCH815267
sch-003525,college-aits-001,STU-01759,SC/ST Post-Matric,45000.0,3,2024-2025,2024-10-11,disbursed,RTGS,SCH307775
sch-003526,college-aits-001,STU-01759,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-02,disbursed,RTGS,SCH622873
sch-003527,college-aits-001,STU-01759,SC/ST Post-Matric,45000.0,5,2025-2026,2025-09-09,disbursed,NEFT,SCH574779
sch-003528,college-aits-001,STU-01761,EBC,20000.0,1,2023-2024,2023-09-20,disbursed,RTGS,SCH719887
sch-003529,college-aits-001,STU-01761,EBC,20000.0,2,2023-2024,2024-04-08,disbursed,Direct Benefit Transfer,SCH122301
sch-003530,college-aits-001,STU-01761,EBC,20000.0,3,2024-2025,2024-10-01,disbursed,Direct Benefit Transfer,SCH921355
sch-003531,college-aits-001,STU-01761,EBC,20000.0,4,2024-2025,2025-05-01,disbursed,RTGS,SCH398179
sch-003532,college-aits-001,STU-01761,EBC,20000.0,5,2025-2026,2025-09-27,disbursed,NEFT,SCH659380
sch-003533,college-aits-001,STU-01762,Merit,10000.0,1,2023-2024,2023-11-02,disbursed,RTGS,SCH776096
sch-003534,college-aits-001,STU-01762,Merit,10000.0,2,2023-2024,2024-03-03,disbursed,RTGS,SCH199740
sch-003535,college-aits-001,STU-01762,Merit,10000.0,3,2024-2025,2024-10-24,disbursed,RTGS,SCH388016
sch-003536,college-aits-001,STU-01762,Merit,10000.0,4,2024-2025,2025-04-25,disbursed,RTGS,SCH519791
sch-003537,college-aits-001,STU-01762,Merit,10000.0,5,2025-2026,2025-09-18,disbursed,RTGS,SCH742064
sch-003538,college-aits-001,STU-01763,EBC,20000.0,1,2023-2024,2023-09-13,disbursed,RTGS,SCH830288
sch-003539,college-aits-001,STU-01763,EBC,20000.0,2,2023-2024,2024-04-16,disbursed,Direct Benefit Transfer,SCH227310
sch-003540,college-aits-001,STU-01763,EBC,20000.0,3,2024-2025,2024-10-20,disbursed,NEFT,SCH130710
sch-003541,college-aits-001,STU-01763,EBC,20000.0,4,2024-2025,2025-03-02,disbursed,NEFT,SCH245473
sch-003542,college-aits-001,STU-01763,EBC,20000.0,5,2025-2026,2025-09-11,disbursed,Direct Benefit Transfer,SCH556846
sch-003543,college-aits-001,STU-01764,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-06,disbursed,NEFT,SCH300445
sch-003544,college-aits-001,STU-01764,SC/ST Post-Matric,45000.0,2,2023-2024,2024-05-26,disbursed,RTGS,SCH955792
sch-003545,college-aits-001,STU-01764,SC/ST Post-Matric,45000.0,3,2024-2025,2024-11-01,disbursed,Direct Benefit Transfer,SCH155040
sch-003546,college-aits-001,STU-01764,SC/ST Post-Matric,45000.0,4,2024-2025,2025-04-26,disbursed,NEFT,SCH216185
sch-003547,college-aits-001,STU-01764,SC/ST Post-Matric,45000.0,5,2025-2026,,pending,RTGS,
sch-003548,college-aits-001,STU-01766,SC/ST Post-Matric,45000.0,1,2023-2024,2023-11-20,disbursed,RTGS,SCH383023
sch-003549,college-aits-001,STU-01766,SC/ST Post-Matric,45000.0,2,2023-2024,2024-05-06,disbursed,NEFT,SCH711795
sch-003550,college-aits-001,STU-01766,SC/ST Post-Matric,45000.0,3,2024-2025,2024-10-04,disbursed,NEFT,SCH434844
sch-003551,college-aits-001,STU-01766,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-25,disbursed,Direct Benefit Transfer,SCH991450
sch-003552,college-aits-001,STU-01766,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-21,disbursed,NEFT,SCH647108
sch-003553,college-aits-001,STU-01768,Merit,10000.0,1,2023-2024,2023-11-08,disbursed,Direct Benefit Transfer,SCH601142
sch-003554,college-aits-001,STU-01768,Merit,10000.0,2,2023-2024,2024-05-16,disbursed,RTGS,SCH437548
sch-003555,college-aits-001,STU-01768,Merit,10000.0,3,2024-2025,2024-11-16,disbursed,NEFT,SCH196258
sch-003556,college-aits-001,STU-01768,Merit,10000.0,4,2024-2025,2025-04-25,disbursed,RTGS,SCH845937
sch-003557,college-aits-001,STU-01768,Merit,10000.0,5,2025-2026,2025-09-12,disbursed,NEFT,SCH791515
sch-003558,college-aits-001,STU-01769,Merit,10000.0,1,2023-2024,2023-11-24,disbursed,NEFT,SCH828723
sch-003559,college-aits-001,STU-01769,Merit,10000.0,2,2023-2024,2024-03-03,disbursed,RTGS,SCH163194
sch-003560,college-aits-001,STU-01769,Merit,10000.0,3,2024-2025,2024-09-01,disbursed,Direct Benefit Transfer,SCH326634
sch-003561,college-aits-001,STU-01769,Merit,10000.0,4,2024-2025,2025-04-27,disbursed,RTGS,SCH297045
sch-003562,college-aits-001,STU-01769,Merit,10000.0,5,2025-2026,2025-10-04,disbursed,Direct Benefit Transfer,SCH898598
sch-003563,college-aits-001,STU-01770,SC/ST Post-Matric,45000.0,1,2023-2024,2023-11-17,disbursed,RTGS,SCH897429
sch-003564,college-aits-001,STU-01770,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-23,disbursed,RTGS,SCH787120
sch-003565,college-aits-001,STU-01770,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-28,disbursed,Direct Benefit Transfer,SCH210793
sch-003566,college-aits-001,STU-01770,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-08,disbursed,RTGS,SCH504305
sch-003567,college-aits-001,STU-01770,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-28,disbursed,NEFT,SCH917911
sch-003568,college-aits-001,STU-01772,EBC,20000.0,1,2023-2024,2023-10-07,disbursed,NEFT,SCH391334
sch-003569,college-aits-001,STU-01772,EBC,20000.0,2,2023-2024,2024-04-06,disbursed,Direct Benefit Transfer,SCH422066
sch-003570,college-aits-001,STU-01772,EBC,20000.0,3,2024-2025,2024-11-21,disbursed,NEFT,SCH254444
sch-003571,college-aits-001,STU-01772,EBC,20000.0,4,2024-2025,2025-04-04,disbursed,Direct Benefit Transfer,SCH215552
sch-003572,college-aits-001,STU-01772,EBC,20000.0,5,2025-2026,2025-09-01,disbursed,NEFT,SCH379714
sch-003573,college-aits-001,STU-01773,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-16,disbursed,Direct Benefit Transfer,SCH656673
sch-003574,college-aits-001,STU-01773,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-12,disbursed,RTGS,SCH224074
sch-003575,college-aits-001,STU-01773,SC/ST Post-Matric,45000.0,3,2024-2025,2024-11-03,disbursed,RTGS,SCH552432
sch-003576,college-aits-001,STU-01773,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-05,disbursed,RTGS,SCH626584
sch-003577,college-aits-001,STU-01773,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-17,disbursed,RTGS,SCH385830
sch-003578,college-aits-001,STU-01774,SC/ST Post-Matric,45000.0,1,2023-2024,2023-10-04,disbursed,NEFT,SCH780129
sch-003579,college-aits-001,STU-01774,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-24,disbursed,RTGS,SCH303352
sch-003580,college-aits-001,STU-01774,SC/ST Post-Matric,45000.0,3,2024-2025,2024-10-07,disbursed,RTGS,SCH285225
sch-003581,college-aits-001,STU-01774,SC/ST Post-Matric,45000.0,4,2024-2025,2025-05-09,disbursed,Direct Benefit Transfer,SCH736955
sch-003582,college-aits-001,STU-01774,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-17,disbursed,Direct Benefit Transfer,SCH152294
sch-003583,college-aits-001,STU-01775,Merit,10000.0,1,2023-2024,2023-11-08,disbursed,NEFT,SCH330246
sch-003584,college-aits-001,STU-01775,Merit,10000.0,2,2023-2024,2024-03-02,disbursed,NEFT,SCH703172
sch-003585,college-aits-001,STU-01775,Merit,10000.0,3,2024-2025,2024-10-08,disbursed,NEFT,SCH657980
sch-003586,college-aits-001,STU-01775,Merit,10000.0,4,2024-2025,2025-03-09,disbursed,NEFT,SCH750348
sch-003587,college-aits-001,STU-01775,Merit,10000.0,5,2025-2026,2025-11-23,disbursed,RTGS,SCH206225
sch-003588,college-aits-001,STU-01777,Merit,10000.0,1,2023-2024,2023-09-24,disbursed,Direct Benefit Transfer,SCH381298
sch-003589,college-aits-001,STU-01777,Merit,10000.0,2,2023-2024,2024-04-07,disbursed,NEFT,SCH923895
sch-003590,college-aits-001,STU-01777,Merit,10000.0,3,2024-2025,2024-09-12,disbursed,Direct Benefit Transfer,SCH401982
sch-003591,college-aits-001,STU-01777,Merit,10000.0,4,2024-2025,2025-05-20,disbursed,RTGS,SCH869531
sch-003592,college-aits-001,STU-01777,Merit,10000.0,5,2025-2026,,pending,Direct Benefit Transfer,
sch-003593,college-aits-001,STU-01779,Merit,10000.0,1,2023-2024,2023-11-16,disbursed,Direct Benefit Transfer,SCH420155
sch-003594,college-aits-001,STU-01779,Merit,10000.0,2,2023-2024,2024-05-08,disbursed,NEFT,SCH430419
sch-003595,college-aits-001,STU-01779,Merit,10000.0,3,2024-2025,2024-11-03,disbursed,NEFT,SCH296444
sch-003596,college-aits-001,STU-01779,Merit,10000.0,4,2024-2025,2025-04-15,disbursed,NEFT,SCH113353
sch-003597,college-aits-001,STU-01779,Merit,10000.0,5,2025-2026,2025-11-16,disbursed,NEFT,SCH286138
sch-003598,college-aits-001,STU-01780,Merit,10000.0,1,2023-2024,2023-10-03,disbursed,NEFT,SCH812195
sch-003599,college-aits-001,STU-01780,Merit,10000.0,2,2023-2024,2024-03-20,disbursed,RTGS,SCH596846
sch-003600,college-aits-001,STU-01780,Merit,10000.0,3,2024-2025,2024-11-01,disbursed,RTGS,SCH359533
sch-003601,college-aits-001,STU-01780,Merit,10000.0,4,2024-2025,2025-04-04,disbursed,NEFT,SCH958706
sch-003602,college-aits-001,STU-01780,Merit,10000.0,5,2025-2026,2025-09-19,disbursed,RTGS,SCH975937
sch-003603,college-aits-001,STU-01781,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-17,disbursed,Direct Benefit Transfer,SCH275431
sch-003604,college-aits-001,STU-01781,SC/ST Post-Matric,45000.0,2,2023-2024,2024-03-25,disbursed,NEFT,SCH204849
sch-003605,college-aits-001,STU-01781,SC/ST Post-Matric,45000.0,3,2024-2025,2024-10-26,disbursed,Direct Benefit Transfer,SCH451983
sch-003606,college-aits-001,STU-01781,SC/ST Post-Matric,45000.0,4,2024-2025,2025-04-16,disbursed,Direct Benefit Transfer,SCH467820
sch-003607,college-aits-001,STU-01781,SC/ST Post-Matric,45000.0,5,2025-2026,2025-11-09,disbursed,RTGS,SCH481985
sch-003608,college-aits-001,STU-01788,EBC,20000.0,1,2023-2024,2023-10-01,disbursed,RTGS,SCH415761
sch-003609,college-aits-001,STU-01788,EBC,20000.0,2,2023-2024,2024-05-11,disbursed,Direct Benefit Transfer,SCH912149
sch-003610,college-aits-001,STU-01788,EBC,20000.0,3,2024-2025,2024-11-28,disbursed,Direct Benefit Transfer,SCH607882
sch-003611,college-aits-001,STU-01788,EBC,20000.0,4,2024-2025,2025-03-09,disbursed,Direct Benefit Transfer,SCH644534
sch-003612,college-aits-001,STU-01788,EBC,20000.0,5,2025-2026,,pending,RTGS,
sch-003613,college-aits-001,STU-01792,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-22,disbursed,NEFT,SCH474545
sch-003614,college-aits-001,STU-01792,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-01,disbursed,NEFT,SCH705640
sch-003615,college-aits-001,STU-01792,SC/ST Post-Matric,45000.0,3,2024-2025,2024-11-23,disbursed,RTGS,SCH476879
sch-003616,college-aits-001,STU-01792,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-24,disbursed,NEFT,SCH303258
sch-003617,college-aits-001,STU-01792,SC/ST Post-Matric,45000.0,5,2025-2026,,pending,RTGS,
sch-003618,college-aits-001,STU-01796,Merit,10000.0,1,2023-2024,2023-11-22,disbursed,Direct Benefit Transfer,SCH571093
sch-003619,college-aits-001,STU-01796,Merit,10000.0,2,2023-2024,2024-05-06,disbursed,RTGS,SCH812052
sch-003620,college-aits-001,STU-01796,Merit,10000.0,3,2024-2025,2024-10-11,disbursed,RTGS,SCH717766
sch-003621,college-aits-001,STU-01796,Merit,10000.0,4,2024-2025,2025-04-09,disbursed,RTGS,SCH299829
sch-003622,college-aits-001,STU-01796,Merit,10000.0,5,2025-2026,2025-09-19,disbursed,RTGS,SCH974692
sch-003623,college-aits-001,STU-01797,SC/ST Post-Matric,45000.0,1,2023-2024,2023-11-04,disbursed,RTGS,SCH933966
sch-003624,college-aits-001,STU-01797,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-19,disbursed,RTGS,SCH402418
sch-003625,college-aits-001,STU-01797,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-01,disbursed,RTGS,SCH818826
sch-003626,college-aits-001,STU-01797,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-15,disbursed,Direct Benefit Transfer,SCH257525
sch-003627,college-aits-001,STU-01797,SC/ST Post-Matric,45000.0,5,2025-2026,2025-11-10,disbursed,Direct Benefit Transfer,SCH270505
sch-003628,college-aits-001,STU-01800,SC/ST Post-Matric,45000.0,1,2023-2024,2023-10-16,disbursed,RTGS,SCH167755
sch-003629,college-aits-001,STU-01800,SC/ST Post-Matric,45000.0,2,2023-2024,2024-04-01,disbursed,RTGS,SCH142942
sch-003630,college-aits-001,STU-01800,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-10,disbursed,Direct Benefit Transfer,SCH229431
sch-003631,college-aits-001,STU-01800,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-16,disbursed,RTGS,SCH105337
sch-003632,college-aits-001,STU-01800,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-12,disbursed,NEFT,SCH152326
sch-003633,college-aits-001,STU-01802,Merit,10000.0,1,2024-2025,2024-10-05,disbursed,RTGS,SCH397025
sch-003634,college-aits-001,STU-01802,Merit,10000.0,2,2024-2025,2025-05-22,disbursed,Direct Benefit Transfer,SCH262568
sch-003635,college-aits-001,STU-01802,Merit,10000.0,3,2025-2026,,pending,Direct Benefit Transfer,
sch-003636,college-aits-001,STU-01803,SC/ST Post-Matric,45000.0,1,2024-2025,2024-09-14,disbursed,Direct Benefit Transfer,SCH184638
sch-003637,college-aits-001,STU-01803,SC/ST Post-Matric,45000.0,2,2024-2025,2025-04-08,disbursed,NEFT,SCH596162
sch-003638,college-aits-001,STU-01803,SC/ST Post-Matric,45000.0,3,2025-2026,2025-10-08,disbursed,Direct Benefit Transfer,SCH505002
sch-003639,college-aits-001,STU-01804,Merit,10000.0,1,2024-2025,2024-10-13,disbursed,NEFT,SCH373951
sch-003640,college-aits-001,STU-01804,Merit,10000.0,2,2024-2025,2025-04-20,disbursed,RTGS,SCH281720
sch-003641,college-aits-001,STU-01804,Merit,10000.0,3,2025-2026,2025-11-14,disbursed,RTGS,SCH943453
sch-003642,college-aits-001,STU-01805,Merit,10000.0,1,2024-2025,2024-11-05,disbursed,Direct Benefit Transfer,SCH904950
sch-003643,college-aits-001,STU-01805,Merit,10000.0,2,2024-2025,2025-03-09,disbursed,NEFT,SCH536535
sch-003644,college-aits-001,STU-01805,Merit,10000.0,3,2025-2026,2025-11-07,disbursed,NEFT,SCH411777
sch-003645,college-aits-001,STU-01806,EBC,20000.0,1,2024-2025,2024-11-21,disbursed,RTGS,SCH672344
sch-003646,college-aits-001,STU-01806,EBC,20000.0,2,2024-2025,2025-03-13,disbursed,RTGS,SCH200707
sch-003647,college-aits-001,STU-01806,EBC,20000.0,3,2025-2026,2025-09-17,disbursed,RTGS,SCH628288
sch-003648,college-aits-001,STU-01813,Merit,10000.0,1,2024-2025,2024-11-23,disbursed,RTGS,SCH591130
sch-003649,college-aits-001,STU-01813,Merit,10000.0,2,2024-2025,2025-04-14,disbursed,RTGS,SCH540932
sch-003650,college-aits-001,STU-01813,Merit,10000.0,3,2025-2026,,pending,Direct Benefit Transfer,
sch-003651,college-aits-001,STU-01814,EBC,20000.0,1,2024-2025,2024-09-25,disbursed,RTGS,SCH192724
sch-003652,college-aits-001,STU-01814,EBC,20000.0,2,2024-2025,2025-03-20,disbursed,RTGS,SCH924843
sch-003653,college-aits-001,STU-01814,EBC,20000.0,3,2025-2026,2025-09-19,disbursed,NEFT,SCH751050
sch-003654,college-aits-001,STU-01815,SC/ST Post-Matric,45000.0,1,2024-2025,2024-11-19,disbursed,RTGS,SCH156136
sch-003655,college-aits-001,STU-01815,SC/ST Post-Matric,45000.0,2,2024-2025,2025-04-05,disbursed,RTGS,SCH802629
sch-003656,college-aits-001,STU-01815,SC/ST Post-Matric,45000.0,3,2025-2026,2025-09-15,disbursed,Direct Benefit Transfer,SCH582576
sch-003657,college-aits-001,STU-01817,EBC,20000.0,1,2024-2025,2024-09-03,disbursed,NEFT,SCH383298
sch-003658,college-aits-001,STU-01817,EBC,20000.0,2,2024-2025,2025-05-04,disbursed,RTGS,SCH723210
sch-003659,college-aits-001,STU-01817,EBC,20000.0,3,2025-2026,,pending,RTGS,
sch-003660,college-aits-001,STU-01819,SC/ST Post-Matric,45000.0,1,2024-2025,2024-11-11,disbursed,NEFT,SCH227341
sch-003661,college-aits-001,STU-01819,SC/ST Post-Matric,45000.0,2,2024-2025,2025-05-19,disbursed,Direct Benefit Transfer,SCH635634
sch-003662,college-aits-001,STU-01819,SC/ST Post-Matric,45000.0,3,2025-2026,,pending,NEFT,
sch-003663,college-aits-001,STU-01823,Merit,10000.0,1,2024-2025,2024-11-05,disbursed,Direct Benefit Transfer,SCH876390
sch-003664,college-aits-001,STU-01823,Merit,10000.0,2,2024-2025,2025-04-05,disbursed,NEFT,SCH808502
sch-003665,college-aits-001,STU-01823,Merit,10000.0,3,2025-2026,,pending,Direct Benefit Transfer,
sch-003666,college-aits-001,STU-01825,SC/ST Post-Matric,45000.0,1,2024-2025,2024-10-24,disbursed,NEFT,SCH944750
sch-003667,college-aits-001,STU-01825,SC/ST Post-Matric,45000.0,2,2024-2025,2025-04-20,disbursed,Direct Benefit Transfer,SCH310449
sch-003668,college-aits-001,STU-01825,SC/ST Post-Matric,45000.0,3,2025-2026,,pending,Direct Benefit Transfer,
sch-003669,college-aits-001,STU-01826,SC/ST Post-Matric,45000.0,1,2024-2025,2024-09-17,disbursed,NEFT,SCH359214
sch-003670,college-aits-001,STU-01826,SC/ST Post-Matric,45000.0,2,2024-2025,2025-03-04,disbursed,RTGS,SCH125854
sch-003671,college-aits-001,STU-01826,SC/ST Post-Matric,45000.0,3,2025-2026,2025-11-15,disbursed,NEFT,SCH414492
sch-003672,college-aits-001,STU-01835,Merit,10000.0,1,2024-2025,2024-10-16,disbursed,NEFT,SCH960116
sch-003673,college-aits-001,STU-01835,Merit,10000.0,2,2024-2025,2025-03-27,disbursed,Direct Benefit Transfer,SCH372914
sch-003674,college-aits-001,STU-01835,Merit,10000.0,3,2025-2026,2025-11-22,disbursed,Direct Benefit Transfer,SCH747137
sch-003675,college-aits-001,STU-01837,SC/ST Post-Matric,45000.0,1,2024-2025,2024-09-14,disbursed,NEFT,SCH767101
sch-003676,college-aits-001,STU-01837,SC/ST Post-Matric,45000.0,2,2024-2025,2025-03-06,disbursed,NEFT,SCH958311
sch-003677,college-aits-001,STU-01837,SC/ST Post-Matric,45000.0,3,2025-2026,,pending,Direct Benefit Transfer,
sch-003678,college-aits-001,STU-01841,Merit,10000.0,1,2024-2025,2024-11-23,disbursed,Direct Benefit Transfer,SCH310083
sch-003679,college-aits-001,STU-01841,Merit,10000.0,2,2024-2025,2025-04-16,disbursed,RTGS,SCH403509
sch-003680,college-aits-001,STU-01841,Merit,10000.0,3,2025-2026,2025-11-04,disbursed,RTGS,SCH485183
sch-003681,college-aits-001,STU-01842,SC/ST Post-Matric,45000.0,1,2024-2025,2024-11-09,disbursed,RTGS,SCH504562
sch-003682,college-aits-001,STU-01842,SC/ST Post-Matric,45000.0,2,2024-2025,2025-05-26,disbursed,NEFT,SCH586501
sch-003683,college-aits-001,STU-01842,SC/ST Post-Matric,45000.0,3,2025-2026,2025-10-27,disbursed,NEFT,SCH397189
sch-003684,college-aits-001,STU-01845,Merit,10000.0,1,2024-2025,2024-10-04,disbursed,Direct Benefit Transfer,SCH508346
sch-003685,college-aits-001,STU-01845,Merit,10000.0,2,2024-2025,2025-03-19,disbursed,RTGS,SCH135739
sch-003686,college-aits-001,STU-01845,Merit,10000.0,3,2025-2026,2025-11-21,disbursed,Direct Benefit Transfer,SCH566070
sch-003687,college-aits-001,STU-01846,SC/ST Post-Matric,45000.0,1,2024-2025,2024-09-12,disbursed,NEFT,SCH590636
sch-003688,college-aits-001,STU-01846,SC/ST Post-Matric,45000.0,2,2024-2025,2025-05-15,disbursed,RTGS,SCH109563
sch-003689,college-aits-001,STU-01846,SC/ST Post-Matric,45000.0,3,2025-2026,2025-09-12,disbursed,Direct Benefit Transfer,SCH321018
sch-003690,college-aits-001,STU-01847,Merit,10000.0,1,2024-2025,2024-10-23,disbursed,Direct Benefit Transfer,SCH509599
sch-003691,college-aits-001,STU-01847,Merit,10000.0,2,2024-2025,2025-05-03,disbursed,NEFT,SCH787781
sch-003692,college-aits-001,STU-01847,Merit,10000.0,3,2025-2026,2025-09-12,disbursed,Direct Benefit Transfer,SCH455772
sch-003693,college-aits-001,STU-01851,EBC,20000.0,1,2024-2025,2024-10-23,disbursed,NEFT,SCH391860
sch-003694,college-aits-001,STU-01851,EBC,20000.0,2,2024-2025,2025-05-10,disbursed,RTGS,SCH171523
sch-003695,college-aits-001,STU-01851,EBC,20000.0,3,2025-2026,2025-11-16,disbursed,RTGS,SCH735271
sch-003696,college-aits-001,STU-01852,SC/ST Post-Matric,45000.0,1,2024-2025,2024-11-06,disbursed,Direct Benefit Transfer,SCH842916
sch-003697,college-aits-001,STU-01852,SC/ST Post-Matric,45000.0,2,2024-2025,2025-05-25,disbursed,Direct Benefit Transfer,SCH650957
sch-003698,college-aits-001,STU-01852,SC/ST Post-Matric,45000.0,3,2025-2026,2025-10-05,disbursed,Direct Benefit Transfer,SCH708934
sch-003699,college-aits-001,STU-01854,SC/ST Post-Matric,45000.0,1,2024-2025,2024-10-19,disbursed,Direct Benefit Transfer,SCH970198
sch-003700,college-aits-001,STU-01854,SC/ST Post-Matric,45000.0,2,2024-2025,2025-04-03,disbursed,NEFT,SCH130955
sch-003701,college-aits-001,STU-01854,SC/ST Post-Matric,45000.0,3,2025-2026,,pending,Direct Benefit Transfer,
sch-003702,college-aits-001,STU-01855,EBC,20000.0,1,2024-2025,2024-09-16,disbursed,Direct Benefit Transfer,SCH599555
sch-003703,college-aits-001,STU-01855,EBC,20000.0,2,2024-2025,2025-04-25,disbursed,NEFT,SCH909231
sch-003704,college-aits-001,STU-01855,EBC,20000.0,3,2025-2026,,pending,NEFT,
sch-003705,college-aits-001,STU-01856,SC/ST Post-Matric,45000.0,1,2024-2025,2024-11-13,disbursed,RTGS,SCH167496
sch-003706,college-aits-001,STU-01856,SC/ST Post-Matric,45000.0,2,2024-2025,2025-03-20,disbursed,RTGS,SCH220034
sch-003707,college-aits-001,STU-01856,SC/ST Post-Matric,45000.0,3,2025-2026,2025-09-28,disbursed,RTGS,SCH900432
sch-003708,college-aits-001,STU-01858,EBC,20000.0,1,2024-2025,2024-10-20,disbursed,Direct Benefit Transfer,SCH981516
sch-003709,college-aits-001,STU-01858,EBC,20000.0,2,2024-2025,2025-03-06,disbursed,RTGS,SCH212890
sch-003710,college-aits-001,STU-01858,EBC,20000.0,3,2025-2026,2025-11-15,disbursed,Direct Benefit Transfer,SCH701651
