id,college_id,co_id,pso_id,co_code,pso_code,strength
copso-002017,aits-hyd-001,co-01341,pso-mech-02,22ME8101.CO2,02,2
copso-002018,aits-hyd-001,co-01342,pso-mech-03,22ME8101.CO3,03,3
copso-002019,aits-hyd-001,co-01343,pso-mech-03,22ME8101.CO4,03,2
copso-002020,aits-hyd-001,co-01343,pso-mech-02,22ME8101.CO4,02,1
copso-002021,aits-hyd-001,co-01344,pso-mech-01,22ME8101.CO5,01,1
copso-002022,aits-hyd-001,co-01345,pso-mech-01,22ME8102.CO1,01,2
copso-002023,aits-hyd-001,co-01346,pso-mech-03,22ME8102.CO2,03,3
copso-002024,aits-hyd-001,co-01347,pso-mech-03,22ME8102.CO3,03,3
copso-002025,aits-hyd-001,co-01347,pso-mech-01,22ME8102.CO3,01,2
copso-002026,aits-hyd-001,co-01348,pso-mech-02,22ME8102.CO4,02,1
copso-002027,aits-hyd-001,co-01349,pso-mech-03,22ME8102.CO5,03,3
copso-002028,aits-hyd-001,co-01350,pso-mech-03,22ME8103.CO1,03,2
copso-002029,aits-hyd-001,co-01351,pso-mech-03,22ME8103.CO2,03,2
copso-002030,aits-hyd-001,co-01352,pso-mech-02,22ME8103.CO3,02,1
copso-002031,aits-hyd-001,co-01353,pso-mech-02,22ME8103.CO4,02,2
copso-002032,aits-hyd-001,co-01353,pso-mech-03,22ME8103.CO4,03,3
copso-002033,aits-hyd-001,co-01354,pso-civil-02,22MA1101.CO1,02,3
copso-002034,aits-hyd-001,co-01354,pso-civil-01,22MA1101.CO1,01,3
copso-002035,aits-hyd-001,co-01355,pso-civil-01,22MA1101.CO2,01,2
copso-002036,aits-hyd-001,co-01356,pso-civil-01,22MA1101.CO3,01,3
copso-002037,aits-hyd-001,co-01357,pso-civil-01,22MA1101.CO4,01,3
copso-002038,aits-hyd-001,co-01358,pso-civil-02,22MA1101.CO5,02,2
copso-002039,aits-hyd-001,co-01359,pso-civil-02,22PH1101.CO1,02,2
copso-002040,aits-hyd-001,co-01360,pso-civil-01,22PH1101.CO2,01,3
copso-002041,aits-hyd-001,co-01360,pso-civil-02,22PH1101.CO2,02,2
copso-002042,aits-hyd-001,co-01361,pso-civil-02,22PH1101.CO3,02,3
copso-002043,aits-hyd-001,co-01361,pso-civil-01,22PH1101.CO3,01,2
copso-002044,aits-hyd-001,co-01362,pso-civil-01,22PH1101.CO4,01,3
copso-002045,aits-hyd-001,co-01363,pso-civil-01,22PH1101.CO5,01,2
copso-002046,aits-hyd-001,co-01363,pso-civil-02,22PH1101.CO5,02,3
copso-002047,aits-hyd-001,co-01364,pso-civil-02,22PH1101.CO6,02,3
copso-002048,aits-hyd-001,co-01365,pso-civil-02,22CS1101.CO1,02,2
copso-002049,aits-hyd-001,co-01366,pso-civil-01,22CS1101.CO2,01,3
copso-002050,aits-hyd-001,co-01366,pso-civil-02,22CS1101.CO2,02,2
copso-002051,aits-hyd-001,co-01367,pso-civil-01,22CS1101.CO3,01,2
copso-002052,aits-hyd-001,co-01367,pso-civil-02,22CS1101.CO3,02,3
copso-002053,aits-hyd-001,co-01368,pso-civil-02,22CS1101.CO4,02,2
copso-002054,aits-hyd-001,co-01369,pso-civil-02,22CS1101.CO5,02,3
copso-002055,aits-hyd-001,co-01369,pso-civil-01,22CS1101.CO5,01,2
copso-002056,aits-hyd-001,co-01370,pso-civil-01,22CS1102.CO1,01,1
copso-002057,aits-hyd-001,co-01371,pso-civil-02,22CS1102.CO2,02,3
copso-002058,aits-hyd-001,co-01372,pso-civil-01,22CS1102.CO3,01,2
copso-002059,aits-hyd-001,co-01372,pso-civil-02,22CS1102.CO3,02,2
copso-002060,aits-hyd-001,co-01373,pso-civil-02,22CS1102.CO4,02,3
copso-002061,aits-hyd-001,co-01374,pso-civil-01,22EN1101.CO1,01,2
copso-002062,aits-hyd-001,co-01374,pso-civil-02,22EN1101.CO1,02,3
copso-002063,aits-hyd-001,co-01375,pso-civil-01,22EN1101.CO2,01,3
copso-002064,aits-hyd-001,co-01376,pso-civil-02,22EN1101.CO3,02,2
copso-002065,aits-hyd-001,co-01377,pso-civil-01,22EN1101.CO4,01,1
copso-002066,aits-hyd-001,co-01378,pso-civil-02,22EN1101.CO5,02,3
copso-002067,aits-hyd-001,co-01379,pso-civil-02,22EN1101.CO6,02,3
copso-002068,aits-hyd-001,co-01379,pso-civil-01,22EN1101.CO6,01,3
copso-002069,aits-hyd-001,co-01380,pso-civil-02,22ME1101.CO1,02,1
copso-002070,aits-hyd-001,co-01380,pso-civil-01,22ME1101.CO1,01,3
copso-002071,aits-hyd-001,co-01381,pso-civil-01,22ME1101.CO2,01,3
copso-002072,aits-hyd-001,co-01381,pso-civil-02,22ME1101.CO2,02,3
copso-002073,aits-hyd-001,co-01382,pso-civil-01,22ME1101.CO3,01,2
copso-002074,aits-hyd-001,co-01382,pso-civil-02,22ME1101.CO3,02,3
copso-002075,aits-hyd-001,co-01383,pso-civil-01,22ME1101.CO4,01,1
copso-002076,aits-hyd-001,co-01384,pso-civil-01,22PH1102.CO1,01,3
copso-002077,aits-hyd-001,co-01385,pso-civil-01,22PH1102.CO2,01,2
copso-002078,aits-hyd-001,co-01386,pso-civil-02,22PH1102.CO3,02,1
copso-002079,aits-hyd-001,co-01386,pso-civil-01,22PH1102.CO3,01,2
copso-002080,aits-hyd-001,co-01387,pso-civil-02,22PH1102.CO4,02,3
copso-002081,aits-hyd-001,co-01388,pso-civil-01,22PH1102.CO5,01,1
copso-002082,aits-hyd-001,co-01388,pso-civil-02,22PH1102.CO5,02,3
copso-002083,aits-hyd-001,co-01389,pso-civil-01,22MA1201.CO1,01,2
copso-002084,aits-hyd-001,co-01390,pso-civil-01,22MA1201.CO2,01,3
copso-002085,aits-hyd-001,co-01391,pso-civil-02,22MA1201.CO3,02,3
copso-002086,aits-hyd-001,co-01392,pso-civil-02,22MA1201.CO4,02,3
copso-002087,aits-hyd-001,co-01392,pso-civil-01,22MA1201.CO4,01,1
copso-002088,aits-hyd-001,co-01393,pso-civil-01,22MA1201.CO5,01,2
copso-002089,aits-hyd-001,co-01393,pso-civil-02,22MA1201.CO5,02,3
copso-002090,aits-hyd-001,co-01394,pso-civil-02,22MA1201.CO6,02,1
copso-002091,aits-hyd-001,co-01394,pso-civil-01,22MA1201.CO6,01,3
copso-002092,aits-hyd-001,co-01395,pso-civil-02,22CH1201.CO1,02,3
copso-002093,aits-hyd-001,co-01395,pso-civil-01,22CH1201.CO1,01,2
copso-002094,aits-hyd-001,co-01396,pso-civil-02,22CH1201.CO2,02,1
copso-002095,aits-hyd-001,co-01396,pso-civil-01,22CH1201.CO2,01,3
copso-002096,aits-hyd-001,co-01397,pso-civil-02,22CH1201.CO3,02,2
copso-002097,aits-hyd-001,co-01398,pso-civil-01,22CH1201.CO4,01,2
copso-002098,aits-hyd-001,co-01398,pso-civil-02,22CH1201.CO4,02,1
copso-002099,aits-hyd-001,co-01399,pso-civil-02,22CH1201.CO5,02,2
copso-002100,aits-hyd-001,co-01400,pso-civil-01,22EE1201.CO1,01,3
copso-002101,aits-hyd-001,co-01401,pso-civil-02,22EE1201.CO2,02,2
copso-002102,aits-hyd-001,co-01401,pso-civil-01,22EE1201.CO2,01,2
copso-002103,aits-hyd-001,co-01402,pso-civil-02,22EE1201.CO3,02,1
copso-002104,aits-hyd-001,co-01402,pso-civil-01,22EE1201.CO3,01,3
copso-002105,aits-hyd-001,co-01403,pso-civil-01,22EE1201.CO4,01,2
copso-002106,aits-hyd-001,co-01404,pso-civil-02,22EE1201.CO5,02,3
copso-002107,aits-hyd-001,co-01405,pso-civil-01,22EE1201.CO6,01,3
copso-002108,aits-hyd-001,co-01405,pso-civil-02,22EE1201.CO6,02,2
copso-002109,aits-hyd-001,co-01406,pso-civil-02,22EE1202.CO1,02,3
copso-002110,aits-hyd-001,co-01407,pso-civil-02,22EE1202.CO2,02,2
copso-002111,aits-hyd-001,co-01407,pso-civil-01,22EE1202.CO2,01,3
copso-002112,aits-hyd-001,co-01408,pso-civil-02,22EE1202.CO3,02,2
copso-002113,aits-hyd-001,co-01408,pso-civil-01,22EE1202.CO3,01,1
copso-002114,aits-hyd-001,co-01409,pso-civil-01,22EE1202.CO4,01,3
copso-002115,aits-hyd-001,co-01410,pso-civil-01,22EE1202.CO5,01,2
copso-002116,aits-hyd-001,co-01410,pso-civil-02,22EE1202.CO5,02,2
copso-002117,aits-hyd-001,co-01411,pso-civil-01,22EN1201.CO1,01,2
copso-002118,aits-hyd-001,co-01411,pso-civil-02,22EN1201.CO1,02,2
copso-002119,aits-hyd-001,co-01412,pso-civil-01,22EN1201.CO2,01,1
copso-002120,aits-hyd-001,co-01413,pso-civil-01,22EN1201.CO3,01,2
copso-002121,aits-hyd-001,co-01414,pso-civil-02,22EN1201.CO4,02,2
copso-002122,aits-hyd-001,co-01414,pso-civil-01,22EN1201.CO4,01,2
copso-002123,aits-hyd-001,co-01415,pso-civil-01,22EN1201.CO5,01,1
copso-002124,aits-hyd-001,co-01416,pso-civil-01,22CS1201.CO1,01,1
copso-002125,aits-hyd-001,co-01416,pso-civil-02,22CS1201.CO1,02,3
copso-002126,aits-hyd-001,co-01417,pso-civil-02,22CS1201.CO2,02,3
copso-002127,aits-hyd-001,co-01417,pso-civil-01,22CS1201.CO2,01,1
copso-002128,aits-hyd-001,co-01418,pso-civil-02,22CS1201.CO3,02,2
copso-002129,aits-hyd-001,co-01418,pso-civil-01,22CS1201.CO3,01,3
copso-002130,aits-hyd-001,co-01419,pso-civil-01,22CS1201.CO4,01,2
copso-002131,aits-hyd-001,co-01420,pso-civil-02,22CS1201.CO5,02,2
copso-002132,aits-hyd-001,co-01421,pso-civil-02,22CS1202.CO1,02,3
copso-002133,aits-hyd-001,co-01421,pso-civil-01,22CS1202.CO1,01,1
copso-002134,aits-hyd-001,co-01422,pso-civil-01,22CS1202.CO2,01,2
copso-002135,aits-hyd-001,co-01422,pso-civil-02,22CS1202.CO2,02,3
copso-002136,aits-hyd-001,co-01423,pso-civil-01,22CS1202.CO3,01,3
copso-002137,aits-hyd-001,co-01424,pso-civil-02,22CS1202.CO4,02,1
copso-002138,aits-hyd-001,co-01425,pso-civil-02,22CH1202.CO1,02,3
copso-002139,aits-hyd-001,co-01425,pso-civil-01,22CH1202.CO1,01,2
copso-002140,aits-hyd-001,co-01426,pso-civil-02,22CH1202.CO2,02,3
copso-002141,aits-hyd-001,co-01427,pso-civil-01,22CH1202.CO3,01,3
copso-002142,aits-hyd-001,co-01427,pso-civil-02,22CH1202.CO3,02,3
copso-002143,aits-hyd-001,co-01428,pso-civil-01,22CH1202.CO4,01,3
copso-002144,aits-hyd-001,co-01429,pso-civil-02,22CH1202.CO5,02,2
copso-002145,aits-hyd-001,co-01429,pso-civil-01,22CH1202.CO5,01,2
copso-002146,aits-hyd-001,co-01430,pso-civil-01,22CE3101.CO1,01,1
copso-002147,aits-hyd-001,co-01431,pso-civil-01,22CE3101.CO2,01,2
copso-002148,aits-hyd-001,co-01432,pso-civil-01,22CE3101.CO3,01,1
copso-002149,aits-hyd-001,co-01433,pso-civil-02,22CE3101.CO4,02,3
copso-002150,aits-hyd-001,co-01433,pso-civil-01,22CE3101.CO4,01,2
copso-002151,aits-hyd-001,co-01434,pso-civil-02,22CE3101.CO5,02,3
copso-002152,aits-hyd-001,co-01435,pso-civil-02,22CE3101.CO6,02,2
copso-002153,aits-hyd-001,co-01435,pso-civil-01,22CE3101.CO6,01,1
copso-002154,aits-hyd-001,co-01436,pso-civil-01,22CE3102.CO1,01,2
copso-002155,aits-hyd-001,co-01437,pso-civil-01,22CE3102.CO2,01,3
copso-002156,aits-hyd-001,co-01437,pso-civil-02,22CE3102.CO2,02,3
copso-002157,aits-hyd-001,co-01438,pso-civil-01,22CE3102.CO3,01,3
copso-002158,aits-hyd-001,co-01438,pso-civil-02,22CE3102.CO3,02,3
copso-002159,aits-hyd-001,co-01439,pso-civil-01,22CE3102.CO4,01,3
copso-002160,aits-hyd-001,co-01439,pso-civil-02,22CE3102.CO4,02,3
copso-002161,aits-hyd-001,co-01440,pso-civil-01,22CE3102.CO5,01,3
copso-002162,aits-hyd-001,co-01441,pso-civil-01,22CE3103.CO1,01,3
copso-002163,aits-hyd-001,co-01441,pso-civil-02,22CE3103.CO1,02,3
copso-002164,aits-hyd-001,co-01442,pso-civil-02,22CE3103.CO2,02,3
copso-002165,aits-hyd-001,co-01443,pso-civil-02,22CE3103.CO3,02,2
copso-002166,aits-hyd-001,co-01444,pso-civil-02,22CE3103.CO4,02,2
copso-002167,aits-hyd-001,co-01444,pso-civil-01,22CE3103.CO4,01,3
copso-002168,aits-hyd-001,co-01445,pso-civil-01,22CE3103.CO5,01,1
copso-002169,aits-hyd-001,co-01445,pso-civil-02,22CE3103.CO5,02,2
copso-002170,aits-hyd-001,co-01446,pso-civil-02,22CE3104.CO1,02,3
copso-002171,aits-hyd-001,co-01447,pso-civil-02,22CE3104.CO2,02,2
copso-002172,aits-hyd-001,co-01447,pso-civil-01,22CE3104.CO2,01,3
copso-002173,aits-hyd-001,co-01448,pso-civil-01,22CE3104.CO3,01,2
copso-002174,aits-hyd-001,co-01448,pso-civil-02,22CE3104.CO3,02,3
copso-002175,aits-hyd-001,co-01449,pso-civil-02,22CE3104.CO4,02,3
copso-002176,aits-hyd-001,co-01450,pso-civil-02,22CE3104.CO5,02,2
copso-002177,aits-hyd-001,co-01451,pso-civil-02,22CE3105.CO1,02,3
copso-002178,aits-hyd-001,co-01451,pso-civil-01,22CE3105.CO1,01,3
copso-002179,aits-hyd-001,co-01452,pso-civil-02,22CE3105.CO2,02,2
copso-002180,aits-hyd-001,co-01453,pso-civil-02,22CE3105.CO3,02,2
copso-002181,aits-hyd-001,co-01454,pso-civil-01,22CE3105.CO4,01,3
copso-002182,aits-hyd-001,co-01454,pso-civil-02,22CE3105.CO4,02,3
copso-002183,aits-hyd-001,co-01455,pso-civil-02,22CE3106.CO1,02,3
copso-002184,aits-hyd-001,co-01455,pso-civil-01,22CE3106.CO1,01,3
copso-002185,aits-hyd-001,co-01456,pso-civil-01,22CE3106.CO2,01,2
copso-002186,aits-hyd-001,co-01456,pso-civil-02,22CE3106.CO2,02,3
copso-002187,aits-hyd-001,co-01457,pso-civil-01,22CE3106.CO3,01,3
copso-002188,aits-hyd-001,co-01457,pso-civil-02,22CE3106.CO3,02,2
copso-002189,aits-hyd-001,co-01458,pso-civil-02,22CE3106.CO4,02,3
copso-002190,aits-hyd-001,co-01458,pso-civil-01,22CE3106.CO4,01,3
copso-002191,aits-hyd-001,co-01459,pso-civil-02,22CE3106.CO5,02,3
copso-002192,aits-hyd-001,co-01460,pso-civil-02,22HS3101.CO1,02,3
copso-002193,aits-hyd-001,co-01460,pso-civil-01,22HS3101.CO1,01,2
copso-002194,aits-hyd-001,co-01461,pso-civil-02,22HS3101.CO2,02,3
copso-002195,aits-hyd-001,co-01461,pso-civil-01,22HS3101.CO2,01,3
copso-002196,aits-hyd-001,co-01462,pso-civil-01,22HS3101.CO3,01,2
copso-002197,aits-hyd-001,co-01462,pso-civil-02,22HS3101.CO3,02,3
copso-002198,aits-hyd-001,co-01463,pso-civil-02,22HS3101.CO4,02,1
copso-002199,aits-hyd-001,co-01464,pso-civil-01,22HS3101.CO5,01,2
copso-002200,aits-hyd-001,co-01464,pso-civil-02,22HS3101.CO5,02,2
copso-002201,aits-hyd-001,co-01465,pso-civil-02,22CE4101.CO1,02,3
copso-002202,aits-hyd-001,co-01465,pso-civil-01,22CE4101.CO1,01,2
copso-002203,aits-hyd-001,co-01466,pso-civil-01,22CE4101.CO2,01,2
copso-002204,aits-hyd-001,co-01466,pso-civil-02,22CE4101.CO2,02,2
copso-002205,aits-hyd-001,co-01467,pso-civil-02,22CE4101.CO3,02,3
copso-002206,aits-hyd-001,co-01467,pso-civil-01,22CE4101.CO3,01,1
copso-002207,aits-hyd-001,co-01468,pso-civil-02,22CE4101.CO4,02,2
copso-002208,aits-hyd-001,co-01468,pso-civil-01,22CE4101.CO4,01,2
copso-002209,aits-hyd-001,co-01469,pso-civil-01,22CE4101.CO5,01,2
copso-002210,aits-hyd-001,co-01469,pso-civil-02,22CE4101.CO5,02,2
copso-002211,aits-hyd-001,co-01470,pso-civil-01,22CE4101.CO6,01,2
copso-002212,aits-hyd-001,co-01470,pso-civil-02,22CE4101.CO6,02,1
copso-002213,aits-hyd-001,co-01471,pso-civil-02,22CE4102.CO1,02,2
copso-002214,aits-hyd-001,co-01472,pso-civil-02,22CE4102.CO2,02,2
copso-002215,aits-hyd-001,co-01472,pso-civil-01,22CE4102.CO2,01,2
copso-002216,aits-hyd-001,co-01473,pso-civil-01,22CE4102.CO3,01,3
copso-002217,aits-hyd-001,co-01474,pso-civil-01,22CE4102.CO4,01,1
copso-002218,aits-hyd-001,co-01475,pso-civil-02,22CE4102.CO5,02,3
copso-002219,aits-hyd-001,co-01475,pso-civil-01,22CE4102.CO5,01,1
copso-002220,aits-hyd-001,co-01476,pso-civil-02,22CE4103.CO1,02,2
copso-002221,aits-hyd-001,co-01476,pso-civil-01,22CE4103.CO1,01,2
copso-002222,aits-hyd-001,co-01477,pso-civil-02,22CE4103.CO2,02,3
copso-002223,aits-hyd-001,co-01477,pso-civil-01,22CE4103.CO2,01,3
copso-002224,aits-hyd-001,co-01478,pso-civil-01,22CE4103.CO3,01,2
copso-002225,aits-hyd-001,co-01479,pso-civil-01,22CE4103.CO4,01,2
copso-002226,aits-hyd-001,co-01480,pso-civil-02,22CE4103.CO5,02,1
copso-002227,aits-hyd-001,co-01480,pso-civil-01,22CE4103.CO5,01,3
copso-002228,aits-hyd-001,co-01481,pso-civil-01,22CE4104.CO1,01,2
copso-002229,aits-hyd-001,co-01481,pso-civil-02,22CE4104.CO1,02,1
copso-002230,aits-hyd-001,co-01482,pso-civil-02,22CE4104.CO2,02,1
copso-002231,aits-hyd-001,co-01483,pso-civil-02,22CE4104.CO3,02,3
copso-002232,aits-hyd-001,co-01484,pso-civil-01,22CE4104.CO4,01,1
copso-002233,aits-hyd-001,co-01485,pso-civil-02,22CE4104.CO5,02,2
copso-002234,aits-hyd-001,co-01485,pso-civil-01,22CE4104.CO5,01,2
copso-002235,aits-hyd-001,co-01486,pso-civil-01,22CE4105.CO1,01,3
copso-002236,aits-hyd-001,co-01487,pso-civil-02,22CE4105.CO2,02,3
copso-002237,aits-hyd-001,co-01488,pso-civil-02,22CE4105.CO3,02,1
copso-002238,aits-hyd-001,co-01489,pso-civil-02,22CE4105.CO4,02,3
copso-002239,aits-hyd-001,co-01490,pso-civil-01,22CE4106.CO1,01,3
copso-002240,aits-hyd-001,co-01490,pso-civil-02,22CE4106.CO1,02,3
copso-002241,aits-hyd-001,co-01491,pso-civil-01,22CE4106.CO2,01,2
copso-002242,aits-hyd-001,co-01491,pso-civil-02,22CE4106.CO2,02,3
copso-002243,aits-hyd-001,co-01492,pso-civil-02,22CE4106.CO3,02,2
copso-002244,aits-hyd-001,co-01492,pso-civil-01,22CE4106.CO3,01,2
copso-002245,aits-hyd-001,co-01493,pso-civil-01,22CE4106.CO4,01,2
copso-002246,aits-hyd-001,co-01494,pso-civil-01,22CE4106.CO5,01,1
copso-002247,aits-hyd-001,co-01494,pso-civil-02,22CE4106.CO5,02,3
copso-002248,aits-hyd-001,co-01495,pso-civil-01,22HS4101.CO1,01,2
copso-002249,aits-hyd-001,co-01495,pso-civil-02,22HS4101.CO1,02,2
copso-002250,aits-hyd-001,co-01496,pso-civil-01,22HS4101.CO2,01,1
copso-002251,aits-hyd-001,co-01497,pso-civil-02,22HS4101.CO3,02,3
copso-002252,aits-hyd-001,co-01497,pso-civil-01,22HS4101.CO3,01,2
copso-002253,aits-hyd-001,co-01498,pso-civil-02,22HS4101.CO4,02,2
copso-002254,aits-hyd-001,co-01499,pso-civil-01,22HS4101.CO5,01,1
copso-002255,aits-hyd-001,co-01500,pso-civil-02,22HS4101.CO6,02,3
copso-002256,aits-hyd-001,co-01500,pso-civil-01,22HS4101.CO6,01,2
copso-002257,aits-hyd-001,co-01501,pso-civil-01,22CE5101.CO1,01,3
copso-002258,aits-hyd-001,co-01501,pso-civil-02,22CE5101.CO1,02,2
copso-002259,aits-hyd-001,co-01502,pso-civil-02,22CE5101.CO2,02,3
copso-002260,aits-hyd-001,co-01503,pso-civil-01,22CE5101.CO3,01,2
copso-002261,aits-hyd-001,co-01504,pso-civil-02,22CE5101.CO4,02,1
copso-002262,aits-hyd-001,co-01504,pso-civil-01,22CE5101.CO4,01,1
copso-002263,aits-hyd-001,co-01505,pso-civil-02,22CE5101.CO5,02,2
copso-002264,aits-hyd-001,co-01506,pso-civil-01,22CE5102.CO1,01,3
copso-002265,aits-hyd-001,co-01506,pso-civil-02,22CE5102.CO1,02,3
copso-002266,aits-hyd-001,co-01507,pso-civil-01,22CE5102.CO2,01,2
copso-002267,aits-hyd-001,co-01508,pso-civil-01,22CE5102.CO3,01,3
copso-002268,aits-hyd-001,co-01509,pso-civil-01,22CE5102.CO4,01,3
copso-002269,aits-hyd-001,co-01509,pso-civil-02,22CE5102.CO4,02,3
copso-002270,aits-hyd-001,co-01510,pso-civil-02,22CE5102.CO5,02,2
copso-002271,aits-hyd-001,co-01511,pso-civil-01,22CE5103.CO1,01,3
copso-002272,aits-hyd-001,co-01512,pso-civil-01,22CE5103.CO2,01,3
copso-002273,aits-hyd-001,co-01512,pso-civil-02,22CE5103.CO2,02,2
copso-002274,aits-hyd-001,co-01513,pso-civil-01,22CE5103.CO3,01,3
copso-002275,aits-hyd-001,co-01514,pso-civil-02,22CE5103.CO4,02,3
copso-002276,aits-hyd-001,co-01515,pso-civil-01,22CE5103.CO5,01,2
copso-002277,aits-hyd-001,co-01516,pso-civil-02,22CE5103.CO6,02,3
copso-002278,aits-hyd-001,co-01517,pso-civil-02,22CE5104.CO1,02,3
copso-002279,aits-hyd-001,co-01517,pso-civil-01,22CE5104.CO1,01,3
copso-002280,aits-hyd-001,co-01518,pso-civil-02,22CE5104.CO2,02,2
copso-002281,aits-hyd-001,co-01518,pso-civil-01,22CE5104.CO2,01,1
copso-002282,aits-hyd-001,co-01519,pso-civil-01,22CE5104.CO3,01,3
copso-002283,aits-hyd-001,co-01520,pso-civil-01,22CE5104.CO4,01,3
copso-002284,aits-hyd-001,co-01520,pso-civil-02,22CE5104.CO4,02,1
copso-002285,aits-hyd-001,co-01521,pso-civil-01,22CE5104.CO5,01,3
copso-002286,aits-hyd-001,co-01522,pso-civil-01,22CE5104.CO6,01,3
copso-002287,aits-hyd-001,co-01523,pso-civil-01,22CE5105.CO1,01,3
copso-002288,aits-hyd-001,co-01524,pso-civil-02,22CE5105.CO2,02,3
copso-002289,aits-hyd-001,co-01525,pso-civil-01,22CE5105.CO3,01,3
copso-002290,aits-hyd-001,co-01525,pso-civil-02,22CE5105.CO3,02,2
copso-002291,aits-hyd-001,co-01526,pso-civil-02,22CE5105.CO4,02,3
copso-002292,aits-hyd-001,co-01527,pso-civil-01,22CE5106.CO1,01,3
copso-002293,aits-hyd-001,co-01528,pso-civil-02,22CE5106.CO2,02,1
copso-002294,aits-hyd-001,co-01529,pso-civil-01,22CE5106.CO3,01,3
copso-002295,aits-hyd-001,co-01530,pso-civil-01,22CE5106.CO4,01,2
copso-002296,aits-hyd-001,co-01531,pso-civil-01,22CE5106.CO5,01,1
copso-002297,aits-hyd-001,co-01531,pso-civil-02,22CE5106.CO5,02,2
copso-002298,aits-hyd-001,co-01532,pso-civil-02,22MC5101.CO1,02,2
copso-002299,aits-hyd-001,co-01532,pso-civil-01,22MC5101.CO1,01,2
copso-002300,aits-hyd-001,co-01533,pso-civil-02,22MC5101.CO2,02,3
copso-002301,aits-hyd-001,co-01534,pso-civil-02,22MC5101.CO3,02,3
copso-002302,aits-hyd-001,co-01534,pso-civil-01,22MC5101.CO3,01,3
copso-002303,aits-hyd-001,co-01535,pso-civil-01,22MC5101.CO4,01,3
copso-002304,aits-hyd-001,co-01536,pso-civil-01,22MC5101.CO5,01,2
copso-002305,aits-hyd-001,co-01537,pso-civil-01,22CE6101.CO1,01,2
copso-002306,aits-hyd-001,co-01537,pso-civil-02,22CE6101.CO1,02,2
copso-002307,aits-hyd-001,co-01538,pso-civil-01,22CE6101.CO2,01,3
copso-002308,aits-hyd-001,co-01538,pso-civil-02,22CE6101.CO2,02,3
copso-002309,aits-hyd-001,co-01539,pso-civil-02,22CE6101.CO3,02,3
copso-002310,aits-hyd-001,co-01539,pso-civil-01,22CE6101.CO3,01,3
copso-002311,aits-hyd-001,co-01540,pso-civil-01,22CE6101.CO4,01,1
copso-002312,aits-hyd-001,co-01540,pso-civil-02,22CE6101.CO4,02,1
copso-002313,aits-hyd-001,co-01541,pso-civil-01,22CE6101.CO5,01,1
copso-002314,aits-hyd-001,co-01542,pso-civil-02,22CE6102.CO1,02,1
copso-002315,aits-hyd-001,co-01543,pso-civil-02,22CE6102.CO2,02,2
copso-002316,aits-hyd-001,co-01543,pso-civil-01,22CE6102.CO2,01,1
copso-002317,aits-hyd-001,co-01544,pso-civil-01,22CE6102.CO3,01,2
copso-002318,aits-hyd-001,co-01545,pso-civil-02,22CE6102.CO4,02,2
copso-002319,aits-hyd-001,co-01545,pso-civil-01,22CE6102.CO4,01,3
copso-002320,aits-hyd-001,co-01546,pso-civil-01,22CE6102.CO5,01,1
copso-002321,aits-hyd-001,co-01547,pso-civil-02,22CE6103.CO1,02,3
copso-002322,aits-hyd-001,co-01548,pso-civil-02,22CE6103.CO2,02,2
copso-002323,aits-hyd-001,co-01548,pso-civil-01,22CE6103.CO2,01,3
copso-002324,aits-hyd-001,co-01549,pso-civil-01,22CE6103.CO3,01,3
copso-002325,aits-hyd-001,co-01549,pso-civil-02,22CE6103.CO3,02,3
copso-002326,aits-hyd-001,co-01550,pso-civil-01,22CE6103.CO4,01,3
copso-002327,aits-hyd-001,co-01550,pso-civil-02,22CE6103.CO4,02,3
copso-002328,aits-hyd-001,co-01551,pso-civil-01,22CE6103.CO5,01,3
copso-002329,aits-hyd-001,co-01552,pso-civil-01,22CE6103.CO6,01,2
copso-002330,aits-hyd-001,co-01552,pso-civil-02,22CE6103.CO6,02,1
copso-002331,aits-hyd-001,co-01553,pso-civil-02,22CE6104.CO1,02,2
copso-002332,aits-hyd-001,co-01553,pso-civil-01,22CE6104.CO1,01,3
copso-002333,aits-hyd-001,co-01554,pso-civil-01,22CE6104.CO2,01,3
copso-002334,aits-hyd-001,co-01554,pso-civil-02,22CE6104.CO2,02,2
copso-002335,aits-hyd-001,co-01555,pso-civil-02,22CE6104.CO3,02,2
copso-002336,aits-hyd-001,co-01555,pso-civil-01,22CE6104.CO3,01,3
copso-002337,aits-hyd-001,co-01556,pso-civil-02,22CE6104.CO4,02,3
copso-002338,aits-hyd-001,co-01557,pso-civil-01,22CE6104.CO5,01,2
copso-002339,aits-hyd-001,co-01557,pso-civil-02,22CE6104.CO5,02,3
copso-002340,aits-hyd-001,co-01558,pso-civil-02,22CE6105.CO1,02,2
copso-002341,aits-hyd-001,co-01559,pso-civil-02,22CE6105.CO2,02,3
copso-002342,aits-hyd-001,co-01559,pso-civil-01,22CE6105.CO2,01,2
copso-002343,aits-hyd-001,co-01560,pso-civil-01,22CE6105.CO3,01,3
copso-002344,aits-hyd-001,co-01560,pso-civil-02,22CE6105.CO3,02,3
copso-002345,aits-hyd-001,co-01561,pso-civil-01,22CE6105.CO4,01,3
copso-002346,aits-hyd-001,co-01561,pso-civil-02,22CE6105.CO4,02,3
copso-002347,aits-hyd-001,co-01562,pso-civil-01,22CE6105.CO5,01,3
copso-002348,aits-hyd-001,co-01562,pso-civil-02,22CE6105.CO5,02,1
